SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,AREA,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEA000488,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓10F1028病房門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376514,121.5447522,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of 1028 ward in Medical building on 10F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000489,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓11F醫師研究室六門外,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0377138,121.5453069,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of NO.6 Physician study room in Medical building on 11F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000490,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓11FD梯,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0373731,121.5456846,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The D elevator in Medical building on 11F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000491,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓11FC梯,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374814,121.5452974,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The C elevator in Medical building on 11F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000492,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓11F公共電話,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376071,121.5448831,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"Front of the public phone in Medical building on 11F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000493,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓11F會議室,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0374173,121.5448627,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Meeting room in Medical building on 11F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000494,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓11F1128病房門,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0375181,121.5446659,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of 1128 ward in Medical building on 11F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000495,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓12F茶水間走廊,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0372848,121.545787,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The hallway of Pantry in Medical building on 12F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000496,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓12F企劃課,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0376225,121.5454594,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Planning Section in Medical building on 12F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000497,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓12F解剖病理科門口,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0377909,121.5453233,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The entrance of Anatomical pathology in Medical building on 12F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000498,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓12F1252病房,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0378253,121.5449189,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The 1252 ward in Medical building on 12F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000499,379140100P,臺北市政府,臺北市立聯合醫院仁愛院區,醫院,北市聯醫仁愛院區醫療大樓12F被服室,中華電信,,106,臺北市,大安區,106臺北市大安區仁愛路四段10號,25.0375913,121.5447066,Taipei City Government,"Taipei City Hospital, Renai Branch",Hospital,"The Linens Room in Medical building on 12F, Taipei City Hospital, Renai Branch",Taipei City,Da’an District,"No.10,Sec.4,Ren_ai Rd.,Da’an Dist.,Taipei City106,Taiwan,R.O.C."
TPEA000522,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區A棟8FA826病房門口,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.03537,121.50691,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The entrance of A826 ward in A building on 8F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000523,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區A棟8F準備室,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.035509,121.506715,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The Preparation room in A building on 8F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000524,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區A棟8FA808病房門口,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.03561,121.50684,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The entrance of A808 ward in A building on 8F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000525,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區A棟9F走廊中間,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.03561,121.50684,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The middle of the hallway in A building on 9F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000526,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區A棟9F護理站,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.03561,121.50684,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The nursing station in A building on 9F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000527,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區A棟9FA908病房門口,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.035354,121.50673,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The entrance of A908 ward in A building on 9F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000546,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區B棟8F值班室,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.035071,121.507263,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The Duty room in B building on 8F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000547,379140300P,臺北市政府,臺北市立聯合醫院和平院區,醫院,北市聯醫和平院區B棟8F公佈欄,中華電信,,100,臺北市,中正區,100臺北市中正區中華路二段33號,25.035387,121.507521,Taipei City Government,"Taipei City Hospital, Heping Branch",Hospital,"The billboard in B building on 8F, Taipei City Hospital, Heping Branch",Taipei City,Zhongzheng District,"No.33,Sec.2,Zhonghua Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C."
TPEA000566,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓1F女廁右側外後方,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.0694,121.588861,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The right entrance of Ladies Room on 1F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000567,379146200I,臺北市政府,臺北市內湖區健康服務中心,公眾服務,內湖區健康服務中心行政大樓1F志工服務櫃臺後,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069397,121.589041,Taipei City Government,Taipei City Neihu District Health Center,Public Services,"The back of Volunteer Service Counter on 1F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000568,379146200I,臺北市政府,臺北市內湖區健康服務中心,行政機關,內湖區健康服務中心行政大樓1F調解室門外西北方,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.06259,121.589174,Taipei City Government,Taipei City Neihu District Health Center,Public Services,"The north-west of Mediation Room on 1F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000569,379146200I,臺北市政府,臺北市內湖區健康服務中心,行政機關,內湖區健康服務中心行政大樓2F女廁右外側,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069375,121.588877,Taipei City Government,Taipei City Neihu District Health Center,Public Services,"The right entrance of Ladies Room on 2F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000570,379030100D,臺北市政府,臺北市稅捐稽徵處,公眾服務,稅捐處內湖分處內湖區行政大樓2F志工服務臺西北方,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069316,121.589013,Taipei City Government,Taipei City Revenue Service,Public Services,"The north-west of Volunteer Service Counter on 2F, Neihu District Administration Building,Revenue Service office Neihu Branch",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000571,379030100D,臺北市政府,臺北市稅捐稽徵處,行政機關,稅捐處內湖分處內湖區行政大樓2F主任室門外西北方,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069323,121.58017,Taipei City Government,Taipei City Revenue Service,Public Services,"The north-west of Chief Office on 2F, Neihu District Administration Building,Revenue Service office Neihu Branch",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000572,379024100A,臺北市政府,臺北市內湖區戶政事務所,行政機關,內湖戶政內湖區行政大樓3F資訊室門口,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069381,121.588984,Taipei City Government,"Household Registration Office, Neihu District, Taipei City",Public Services,"The entrance of Systems Administration Office on 3F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000573,379024100A,臺北市政府,臺北市內湖區戶政事務所,行政機關,內湖戶政內湖區行政大樓3F人事室門外西北方,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069263,121.589151,Taipei City Government,"Household Registration Office, Neihu District, Taipei City",Public Services,"The north-west of Personnel Officeneardoor on 3F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000574,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓4F會計室門口,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069316,121.588863,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The entrance of Accounting Office on 4F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000575,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓4F電梯西北方,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069323,121.589019,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The north-west of elevator on 4F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000576,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓4F里幹事櫃臺前,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069313,121.589156,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"In front of Officers Office on 4F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000577,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓5F秘書室門口,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069295,121.588871,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The entrance of Administration Office on 5F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000578,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓5F貴賓室外,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.06931,121.589013,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The entrance of VIP Room on 5F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000579,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓5F人事室外,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069304,121.589166,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The entrance of Personnel Office on 5F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000580,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館內湖分館6F自修室,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069315,121.588839,Taipei City Government,Taipei Public Library,Library,"The central of Study Room on 6F,Taipei Public Library Neihu Branch",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000581,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館內湖分館6F期刊室中央,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069417,121.588964,Taipei City Government,Taipei Public Library,Library,"The central of Periodicals Room on 6F,Taipei Public Library Neihu Branch",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000582,379040300E,臺北市政府,臺北市立圖書館,圖書館,圖書館內湖分館6F兒童閱覽室中央,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069262,121.58908,Taipei City Government,Taipei Public Library,Library,"The central of Childrens Reading Room on 6F,Taipei Public Library Neihu Branch",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000583,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓7F會議室,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069362,121.589057,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The entrance of Meeting Room on 7F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000584,379400000A,臺北市政府,臺北市內湖區公所,行政機關,內湖區行政大樓8F大禮堂門口,中華電信,,114,臺北市,內湖區,114臺北市內湖區民權東路六段99號,25.069297,121.589004,Taipei City Government,"Neihu District Office, Taipei City",Public Services,"The entrance of Auditorium on 8F, Neihu District Administration Building",Taipei City,Neihu District,"No.99,Sec.6,Minquan E.Rd.,Neihu Dist.,Taipei City114,Taiwan,R.O.C."
TPEA000585,381000000A,臺北市政府,臺北市議會,行政機關,臺北市議會B1F控制室靠窗,中華電信,,110,臺北市,信義區,110臺北市信義區仁愛路四段507號,25.038147,121.5619812,Taipei City Government,Taipei City Council,Public Services,"Nearby Window in the entrance of Control Room on B1F,Taipei City Council",Taipei City,Xinyi District,"No.507,Sec.4,Ren_ai Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C"
TPEA000586,381000000A,臺北市政府,臺北市議會,公眾服務,臺北市議會1F交誼廳前靠門口,中華電信,,110,臺北市,信義區,110臺北市信義區仁愛路四段507號,25.038147,121.5619812,Taipei City Government,Taipei City Council,Public Services,"The entrance of Lounge on B1F,Taipei City Council",Taipei City,Xinyi District,"No.507,Sec.4,Ren_ai Rd.,Xinyi Dist.,Taipei City110,Taiwan,R.O.C"
TPEA000598,379023400A,臺北市政府,臺北市中正區戶政事務所,行政機關,中正戶政中正區行政大樓6F檔案室門口西方,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044228,121.524732,Taipei City Government,"Household Registration Office, Zhongzheng District, Taipei City",Public Services,"The west side of Archives Office on 6F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000601,379023400A,臺北市政府,臺北市中正區戶政事務所,公眾服務,中正戶政中正區行政大樓7F綜合受理2號櫃臺前,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044234,121.524759,Taipei City Government,"Household Registration Office, Zhongzheng District, Taipei City",Public Services,"Desk No.2 front of Applications and Approvals on 7F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000602,379023400A,臺北市政府,臺北市中正區戶政事務所,行政機關,中正戶政中正區行政大樓7F查詢課柱子旁,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044137,121.524806,Taipei City Government,"Household Registration Office, Zhongzheng District, Taipei City",Public Services,"Next to the pillar of Inforamtion inquires on 7F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000603,379023400A,臺北市政府,臺北市中正區戶政事務所,行政機關,中正戶政中正區行政大樓7F戶籍資料課西方,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044261,121.524889,Taipei City Government,"Household Registration Office, Zhongzheng District, Taipei City",Public Services,"The west side of Household Records Section on 7F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000604,379470000A,臺北市政府,臺北市中正區公所,公眾服務,中正區行政大樓8F原住民10號櫃臺前,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044224,121.524754,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"Desk No.10 front of Indigenous Peoples Affairs on 8F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000605,379470000A,臺北市政府,臺北市中正區公所,公眾服務,中正區行政大樓8F綜合受理9號櫃臺前,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044245,121.524893,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"Desk No.9 front of Applications and Approvals on 8F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000606,379470000A,臺北市政府,臺北市中正區公所,行政機關,中正區行政大樓8F東側人文課中央,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044122,121.524875,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"The central of Community and Cultural Services Section in East Wing on 8F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000607,379470000A,臺北市政府,臺北市中正區公所,行政機關,中正區行政大樓9F主任秘書室門口,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044259,121.524782,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"The entrance of Chief Secretary on 9F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000608,379470000A,臺北市政府,臺北市中正區公所,行政機關,中正區行政大樓9F政風室門口,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044222,121.524883,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"The entrance of Civil Service Ethics Section on 9F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000609,379470000A,臺北市政府,臺北市中正區公所,行政機關,中正區行政大樓9F經建課櫃臺前,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044126,121.524875,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"Front of Economic Affairs Section on 9F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000610,379470000A,臺北市政府,臺北市中正區公所,行政機關,中正區行政大樓10F里幹辦公室中央,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044273,121.524784,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"The central of Officers Office on 10F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000611,379470000A,臺北市政府,臺北市中正區公所,行政機關,中正區行政大樓10F防災會議室,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.044129,121.524781,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"The Meeting Room on 10F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000612,379470000A,臺北市政府,臺北市中正區公所,行政機關,中正區行政大樓10F大禮堂正中央,中華電信,,100,臺北市,中正區,100臺北市中正區忠孝東路一段108號,25.04417,121.524905,Taipei City Government,"Zhongzheng District Office, Taipei City",Public Services,"The central of Auditorium on 10F, Zhongzheng District Administration Building",Taipei City,Zhongzheng District,"No.108,Sec.1,Zhongxiao E.Rd.,Zhongzheng Dist.,Taipei City100,Taiwan,R.O.C"
TPEA000613,379390000A,臺北市政府,臺北市中山區公所,行政機關,中山區行政大樓1F電梯間走廊,中華電信,,104,臺北市,中山區,104臺北市中山區松江路367號,25.06421,121.533609,Taipei City Government,"Zhongshan District Office, Taipei City",Public Services,"The hallway of elevator on 1F, Zhongshan District Administration Building",Taipei City,Zhongshan District,"No.367,Songjiang Rd.,Zhongshan Dist.,Taipei City104,Taiwan,R.O.C."
TPEA000614,379023300A,臺北市政府,臺北市中山區戶政事務所,行政機關,中山戶政中山區行政大樓2F北側會議室門外,中華電信,,104,臺北市,中山區,104臺北市中山區松江路367號,25.064851,121.533658,Taipei City Government,"Household Registration Office, Zhongshan District, Taipei City",Public Services,"The hallway out of north side Meeting Room on 2F, Zhongshan District Administration Building",Taipei City,Zhongshan District,"No.367,Songjiang Rd.,Zhongshan Dist.,Taipei City104,Taiwan,R.O.C."
TPEA000615,379023300A,臺北市政府,臺北市中山區戶政事務所,公眾服務,中山戶政中山區行政大樓2F綜合受理12號櫃臺前,中華電信,,104,臺北市,中山區,104臺北市中山區松江路367號,25.064207,121.533553,Taipei City Government,"Household Registration Office, Zhongshan District, Taipei City",Public Services,"Desk No.12 front of Applications and Approvals on 2F, Zhongshan District Administration Building",Taipei City,Zhongshan District,"No.367,Songjiang Rd.,Zhongshan Dist.,Taipei City104,Taiwan,R.O.C."
TPEA000616,379390000A,臺北市政府,臺北市中山區公所,公眾服務,中山區行政大樓5F諮詢櫃臺西側,中華電信,,104,臺北市,中山區,104臺北市中山區松江路367號,25.064487,121.533618,Taipei City Government,"Zhongshan District Office, Taipei City",Public Services,"The west side of Information on 5F, Zhongshan District Administration Building",Taipei City,Zhongshan District,"No.367,Songjiang Rd.,Zhongshan Dist.,Taipei City104,Taiwan,R.O.C."
TPEA000617,379390000A,臺北市政府,臺北市中山區公所,公眾服務,中山區行政大樓5F原住民櫃臺西側,中華電信,,104,臺北市,中山區,104臺北市中山區松江路367號,25.064233,121.533618,Taipei City Government,"Zhongshan District Office, Taipei City",Public Services,"The west side of Indigenous Peoples Affairs on 5F, Zhongshan District Administration Building",Taipei City,Zhongshan District,"No.367,Songjiang Rd.,Zhongshan Dist.,Taipei City104,Taiwan,R.O.C."
