Longitude(經度),Latitude(緯度),BSM_BUSSTO(公車站牌位置ID),BSM_CHINES(公車站牌名)
121.527602,25.067377,1233,民族東路口
121.544702,25.062184,1000329,民權復興路口
121.5233244,25.02304861,6945,河堤國小
121.568689,24.987972,2384,木柵市場
121.5684465,25.03369085,2122,信義行政中心( 
121.5134864,25.06445703,8626,捷運大橋頭站
121.5621617,25.0020117,50051,公務人員訓練 
121.568183,25.030967,2102,松平路口
121.548787,25.042116,2262,忠孝敦化路口
121.5583849,25.00679486,2408,辛亥國小
121.5015895,25.0297143,4636,西藏路
121.5219245,25.11764743,318,振興醫院
121.5452131,25.10684958,683,永嶺
121.582657,25.040208,2034,大道路
121.5597845,24.98139961,1000554,力行國小
121.517376,25.105815,1000348,中正高中
121.57757,25.04307,200000033,臺北市立圖書 
121.53542,25.033564,1000057,捷運大安森林 
121.54761,25.041444,3915,頂好市場
121.5345324,25.02468186,2344,龍安國小(公務 
121.605866,25.058039,1001375,南港高工(重陽)
121.5193046,25.08524407,699,百齡里
121.5151,25.107084,94,文林國小
121.5019925,25.03528019,1762,昆明街口
121.569055,24.999654,4663,萬芳6號公園
121.5665851,25.05900369,1588,新東街口
121.5328659,25.03323442,6670,信義新生路口
121.5109535,25.06617549,1438,延平國小
121.5344353,25.06665431,1367,新生公園(建國)
121.5500774,24.98759233,56100,考試院
121.563929,25.05272047,50003,西松國小
121.5559459,25.02097688,2085,富陽街口
121.5403345,24.99097576,1000547,滬江中學
121.5830318,25.04520749,378,捷運後山埤站( 
121.560263,25.048547,4004,臺北市區監理 
121.4849489,25.13800914,3965,捷運復興崗站
121.5124308,25.08184524,591,士林簡易庭
121.5147682,25.02598014,2018,螢橋國小
121.5576911,25.03667642,60124,市民住宅
121.558119,25.084817,1322,美麗華
121.6001833,25.08454085,968,大湖
121.5381,25.098072,9446,雙溪公園
121.5137576,25.06579412,1441,昌吉重慶路口
121.516789,25.046597,1000082,臺北車站(忠孝)
121.56331,25.16609,50522,冷水坑服務站
121.5394569,25.03857698,2204,仁愛建國路口 
121.5762621,25.06436849,1000225,行忠路口
121.568621,25.039991,2139,消防局(松仁)
121.5132058,25.0465656,1891,臺北車站(重慶)
121.540919,25.021046,15108,臺大資訊大樓
121.5617763,24.98184878,3993,國泰新村(木新)
121.52352,25.11864308,10001486,振興公園
121.52728,25.0572,1347,中山老人住宅
121.6211467,25.03929873,3891,舊莊國小
121.5565539,24.98194077,20341,木新區民活動 
121.532654,25.140401,4824,紗帽馬場
121.5500608,25.0010659,1000858,興德國小
121.5842017,25.0522033,1634,松山磚廠
121.5721,25.04775,4825,雅祥公園
121.5856451,24.98647108,50680,政大附中
121.5705271,25.00426826,50047,萬寧山莊
121.5471373,25.01432806,57711,自來水事業處
121.5018341,25.12560942,50085,忠義新村
121.542709,24.99268871,2464,景美國中
121.4961628,25.02958441,4627,華江高中(西園)
121.5567576,25.04815115,4005,光復路口
121.540554,25.06232553,1000186,民權龍江路口
121.5013146,25.1336515,50057,北投國小
121.5850508,25.05265026,50014,松山磚廠
121.5182067,25.0394725,1861,仁愛中山路口
121.5260554,25.02825527,2269,金山潮州街口
121.5612424,25.03146628,4645,世貿中心(莊敬)
121.527703,25.091209,1218,台電台北北區 
121.5179948,25.06094599,16259,成淵高中
121.5345171,25.01430472,2309,捷運公館站
121.524801,25.05822649,10402,華泰飯店
121.5574242,24.98858635,2377,中興公寓
121.56362,25.06283,8671,三民國小
121.53656,25.05451077,6656,長春國小
121.5703481,25.00413377,2514,萬寧山莊
121.55934,25.04119,388,捷運國父紀念 
121.5306502,25.10951026,963,蘭雅國中
121.578399,25.137655,2043,平菁街93巷
121.5562232,25.08124668,1000502,敬業三路二
121.5900055,25.07696845,1012,方濟中學
121.615625,25.049543,1650,南港水廠
121.538099,25.008148,2430,師大分部
121.546694,25.041695,3932,頂好市場
121.506246,25.140539,448,雅敘園
121.5226627,25.02676068,1000050,羅斯福和平路 
121.4941737,25.02715329,4629,西園路二段
121.5560444,25.05841508,10408,介壽國中
121.58787,25.09841,491,碧山巖(白石湖)
121.5040342,25.035657,50736,龍山國中
121.594661,25.078904,1159,警智新村
121.5205717,25.0929911,50628,士林區行政中 
121.600962,25.067376,8675,民權隧道二
121.5048959,25.12315992,7233,奇岩一站
121.5373258,25.10730214,749,芝蘭新村
121.5286433,25.04087124,1001475,濟南金山路口
121.5140862,25.07428254,1000386,啟聰學校
121.4663728,25.1268926,548,關渡國小(臺北 
121.544031,25.060889,200005048,捷運中山國中 
121.5738483,25.04990245,1534,松山農會
121.5116314,25.07203747,1434,老師里
121.5915587,25.04114966,1671,南港花園社區 
121.5601641,25.11116093,615,中社路11巷
121.568984,25.032648,20305,捷運象山站
121.5081002,25.11411821,3958,實踐街口
121.4787697,25.10579306,601,下溪沙尾
121.5253476,25.05519022,1191,中山里
121.5573518,25.10521744,953,雙溪別墅
121.5977745,25.08103907,1088,康寧派出所
121.5272347,25.06341014,6660,中山國小(新生)
121.506607,25.0357,1838,聯合醫院和平 
121.5764274,25.07852827,1001465,港墘派出所
121.5177552,25.08734972,700,百齡國小
121.56552,25.05002,1541,東興路一
121.5254557,25.06270195,4098,捷運中山國小 
121.587668,24.988212,50677,綠野山莊
121.6173421,25.05514259,1659,捷運南港展覽 
121.615728,25.047462,50022,圓拱橋
121.5246108,25.08184062,1000266,劍潭
121.586594,25.088434,1069,金龍寺
121.5609564,24.98429184,2539,興隆路口(忠順)
121.537328,25.02976279,2187,大安國宅
121.5342608,25.10125319,745,芝山公園
121.5708661,24.99643763,1001252,木柵高工
121.507409,25.038163,50691,小南門
121.5259803,25.11146067,50631,士東國小
121.5556932,25.06182652,1496,中華航空
121.5315044,25.0965583,3953,士林官邸(中正)
121.577699,25.078969,14679,西湖圖書館(湖 
121.530112,25.15631173,405,頂湖
121.543488,25.06719,4037,下埤里
121.577462,25.062329,1125,新湖三路口(台 
121.52465,25.14917,295,泉源國小
121.6197766,25.04271038,3883,金德橋頭
121.497718,25.03244,4628,西園29服飾基地
121.547571,25.024522,2267,臥龍街
121.539477,25.00145865,1000235,捷運萬隆站
121.611509,25.070149,1093,明湖國中
121.5736705,24.99964931,2427,軍功新村
121.5573678,25.03406991,2032,三張犁
121.5042485,25.12089231,382,捷運唭哩岸站 
121.5273428,25.06513776,1388,稻江護校
121.580447,25.042632,4087,春光公園
121.580395,25.11968,882,溪山國小
121.557544,25.145151,834,菁山一
121.5215607,25.08851915,1000111,大南路口
121.5137101,25.0688799,1000066,民族重慶路口
121.552849,25.033223,1000107,捷運信義安和 
121.5453335,25.05807396,10420,西華飯店
121.550602,25.02868,59002,立人國際國中 
121.5327305,25.05196973,16024,捷運松江南京 
121.519007,25.05280377,200005038,捷運中山站(志 
121.507946,25.040051,50041,捷運西門站
121.5572058,25.03301542,2118,信義光復路口
121.563073,25.051215,200005032,南京三民路口 
121.532891,25.044674,6684,光華商場
121.51456,25.04337691,1000691,博物館(襄陽)
121.5967886,25.07847001,8614,內湖新城
121.5911519,25.04003149,1001364,南港花園社區 
121.568386,25.028806,6724,信義國中(松仁)
121.5573562,24.98874018,56103,中興公寓
121.616614,25.05652783,4110,捷運南港展覽 
121.5060238,25.02596387,1771,青年公園(青年)
121.517649,25.090288,1000161,福港街
121.5322988,25.03352848,2133,信義新生路口
121.5203568,25.04652008,1919,行政院
121.525053,25.09498964,10210,捷運士林站(中 
121.501521,25.139157,64,中和街
121.5230175,25.04223597,7603,成功中學(濟南)
121.5103325,25.04925072,50044,捷運北門站
121.548795,25.054654,1298,長春敦化路口
121.517419,25.095348,7256,國立科教館
121.538212,25.104074,843,華興中學
121.5776951,25.07474699,1000897,瑞光路
121.567957,25.105914,50533,大崙尾山步道 
121.5828117,25.04511999,2154,捷運後山埤站( 
121.5205152,25.026848,3905,南褔板溪(南昌 
121.52663,25.04739,6695,華山公園(市民)
121.5666401,25.03588104,2070,松壽路口
121.5341136,25.02155021,2199,臺大綜合體育 
121.5059603,25.13939796,433,華僑會館
121.54312,25.04720808,1196,中崙
121.5207984,25.06859579,1407,花博公園
121.6179651,25.05487875,1001114,捷運南港展覽 
121.5407361,25.04658762,1194,中影八德大樓
121.54684,25.13135,651,格致國中
121.53231,25.11265,50652,天母棒球場(士 
121.616893,25.036259,1690,凌雲五村
121.581579,25.04236358,1000180,忠孝大道路口
121.5558487,25.00043469,2375,中國科技大學( 
121.546524,25.138879,14422,文化大學
121.5275693,25.11838172,3890,齊福華廈
121.544721,25.017378,2245,基隆長興街口
121.5491508,25.04292602,2259,捷運忠孝敦化 
121.5577195,25.03901834,2140,國父紀念館
121.51897,25.0493,200000007,交通資訊中心
121.503074,25.04499451,1780,峨嵋街口(中醫 
121.510292,25.049468,1000077,捷運北門站
121.536302,25.033656,1000056,捷運大安森林 
121.5202998,25.02733813,1944,南昌家具街
121.5222143,25.08800772,593,大南路口
121.5405033,24.99282,3921,捷運景美站
121.5157263,25.04333934,2000,博物館(襄陽)
121.5287263,25.0482304,1000847,正守公園
121.5520101,25.06149279,4158,民權東路口
121.5647852,25.03905816,2066,市政府(松高)
121.5178808,25.05663105,1417,民生西路口
121.4974644,25.01985027,1766,果菜市場
121.5624313,24.98908168,56106,文山一分局
121.5547373,25.05154884,16029,南京寧安街口
121.5408815,25.04852615,1292,長安龍江路口
121.5429035,25.04852338,1203,中興中學
121.5485939,25.00485452,2459,敦南大地
121.519562,25.092849,581,士林區行政中 
121.4893843,25.10165232,5977,臨江園
121.5075398,25.12733069,396,清江國小
121.567502,25.00521628,2076,名門社區
121.6169517,25.03587207,50024,凌雲五村
121.579169,25.060517,1000223,新湖一路口
121.5256839,25.10390677,719,忠誠公園
121.527941,25.07737113,1357,圓山大飯店
121.5382633,25.03406324,2279,信義市場
121.5267775,25.08713457,50630,銘傳大學
121.560787,25.015917,6017,麟光站
121.5350684,25.0386185,1202,幸安國小
121.521523,25.11236232,279,奎山國中
121.5475167,25.01542645,6710,自來水事業處
121.5077558,25.02784686,1000287,國盛國宅
121.524382,25.080589,50629,劍潭
121.5330125,25.02595124,3914,溫州街口
121.517729,25.044802,1000065,臺北車站(青島)
121.558544,25.04549937,4042,市民光復路口
121.5837352,25.04256621,2087,協和祐德高中
121.565062,25.040971,200005049,捷運市政府站
121.5188093,25.10915026,374,捷運明德站(西 
121.5221029,25.10087896,1000347,捷運芝山站一
121.5268198,25.12138335,646,天玉里
121.4894532,25.02767161,1781,家禽市場
121.5522093,25.03624611,2208,仁愛國小
121.5389465,25.11538115,725,東山路
121.574137,25.075457,8613,港墘路
121.5393737,25.04193761,3934,正義郵局
121.574693,25.075826,1106,港墘路
121.5781869,25.04534354,50131,永春國小
121.5933846,25.06875196,1138,福華商場
121.49741,25.03244,1825,西園29服飾基地
121.511878,25.02935928,3908,龍口市場
121.5172482,25.02712551,1925,和平西路一段
121.577889,25.079131,1000499,西湖圖書館(湖 
121.5579434,25.04877087,1590,榮民服務處
121.5137994,25.06830851,1000167,民族重慶路口
121.5713935,25.05048349,1603,饒河街觀光夜 
121.5193289,25.08657,50644,前港公園
121.5988962,25.05646645,1612,中國電視公司
121.503162,25.140347,5061,復興一路口
121.548768,25.052139,13107,南京敦化路口( 
121.5375798,25.10187801,709,岩山里
121.504945,25.03268412,1737,大埔街
121.5484876,25.03408677,1000753,信義敦化路口
121.536088,25.013181,4741,捷運公館站
121.5178678,25.06284801,1000398,捷運民權西路 
121.56332,25.11243,708,沙崙下
121.5693938,25.05771797,1000218,新東里
121.5907149,25.0668187,8663,上灣仔
121.5716746,25.04554105,2036,興雅國小
121.5461118,25.15536452,855,陽明山國家公 
121.5432526,25.02946446,2330,開平餐飲學校
121.5185811,25.09489693,632,天文科學館
121.5254532,25.0611617,1376,新興國中
121.5561439,25.02114644,2160,富陽街口
121.5490401,25.03235347,13102,信義敦化路口
121.569075,25.051079,1557,南松山(南京)
121.5204481,25.02655026,1907,南褔板溪(南昌 
121.548693,25.039044,13111,仁愛敦化路口
121.5135164,25.06332497,8622,捷運大橋頭站
121.577663,25.074631,1132,瑞光路
121.50736,25.120913,385,捷運唭哩岸站 
121.5084585,25.0234976,1787,國興社區
121.557794,25.03314095,2117,信義光復路口
121.54096,25.06401,1197,五常國小
121.548902,25.057956,13106,民生敦化路口
121.5212497,25.0384703,6942,仁愛林森路口
121.5529234,25.11997193,734,明德新村
121.5809119,25.05092253,15103,玉成里
121.583153,25.037869,2088,奉天宮
121.5298004,25.10716673,50658,蘭雅新城
121.5340303,25.09775131,778,泰北中學
121.5230951,25.07006623,4121,臺北市立美術 
121.5520364,25.10144488,9481,衛理女中(原住 
121.4958165,25.13671459,3962,文化國小
121.5890074,25.08631625,1068,金龍隧道口
121.5646803,24.9894331,2367,久康街口
121.5031521,25.13240405,116,北投市場(磺港)
121.5083161,25.02562156,1788,國興路口
121.583807,25.046648,159,聯合醫院忠孝 
121.545738,25.03784,1000138,仁愛大安路口( 
121.5922477,25.0850668,1111,貿商三村
121.5438027,25.04927939,1279,芝麻大廈
121.5633367,25.06068754,1594,廣合新村
121.507745,25.03723,4088,小南門(和平院 
121.546398,25.048042,1214,臺安醫院
121.5006187,25.02141615,4623,光仁國小
121.573853,24.992819,50669,萬壽橋頭(新光)
121.538411,25.11365,948,職能發展學院 
121.542278,25.01576,2226,臺大癌醫(基隆 
121.5777159,25.05543808,14683,麥帥一橋
121.5338617,25.03043868,1943,金華新生路口
121.5144987,25.03865608,4611,一女中(貴陽)
121.511946,25.035137,1976,捷運小南門站
121.5682175,25.08634967,1144,德明財經科技 
121.5502825,25.05991397,1580,富錦街口
121.5819716,25.05613086,1112,週美里一
121.58832,25.06916,8667,內湖行政大樓
121.5662415,24.99874026,1000041,萬利街口
121.5718677,25.05039655,4147,饒河街觀光夜 
121.5025841,25.02248149,1773,青年路
121.5544377,24.98456,7002,實踐國中
121.5331694,25.03771705,6682,仁愛新生路口
121.5212899,25.09652562,864,新光醫院
121.5091441,25.04551151,1000078,中華路北站
121.5579381,25.03769484,6923,仁愛光復路口
121.4981912,25.14348822,3991,國泰新村
121.550715,25.051571,200005027,南京敦化路口( 
121.5828466,24.98606147,1001383,政大三街
121.5363783,25.02610343,2192,大安森林公園
121.5165671,25.11738311,3977,永明派出所
121.534081,25.051882,200005022,捷運松江南京 
121.559798,25.033772,2046,世貿中心(基隆 
121.6160314,25.05154601,50020,誠正國中
121.6025923,25.08343026,3998,捷運大湖公園 
121.5675916,25.04357117,2094,松山高中(松隆)
121.5266224,25.09558315,797,捷運士林站(中 
121.48806,25.138426,503,製片廠
121.5214001,25.05794368,10413,馬偕醫院
121.616561,25.043422,50026,中研院
121.575588,25.07724051,8612,內湖運動中心
121.5294026,25.10194499,753,名山里
121.5574996,25.03900959,60095,國父紀念館
121.5526273,25.05813129,10421,公教住宅
121.5618635,24.98204383,3994,國泰新村(木新)
121.5232386,25.06058308,1000158,台泥大樓(馬偕 
121.5255434,25.04902285,1000848,長安林森路口
121.51669,25.05042,1411,臺北車站(承德)
121.5371411,25.042828,20250,臺北科技大學( 
121.549738,25.139235,808,淨水廠
121.544489,25.051868,1547,捷運南京復興 
121.522291,25.10405,798,捷運芝山站(福 
121.549176,25.04576029,13104,市民大道口
121.6126,25.06742,200000039,臺北市立圖書 
121.5622677,25.10768753,616,中社路17巷
121.5250798,25.05208384,16022,南京林森路口
121.5495209,25.05179348,1548,南京敦化路口( 
121.5113774,25.08423376,887,葫東重慶路口
121.5145215,25.04681517,1888,臺北車站(忠孝)
121.5454161,25.07752969,1177,大直抽水站
121.561041,25.015473,2182,麟光站
121.58131,25.11986,606,大豐
121.5226863,25.10088364,801,捷運芝山站一
121.5604478,25.05144559,16030,南京三民路口
121.618302,25.06038,20302,環東大道口
121.544699,25.153907,856,陽明山國家公 
121.615639,25.045074,1000313,中研新村
121.5195757,25.08665845,756,前港公園
121.57861,25.062,1124,新湖舊宗路口
121.5286808,25.04816199,1231,正守公園
121.580221,24.99882,2442,捷運動物園站
121.5484841,25.02904248,2241,成功國宅
121.50712,25.0253,253,青年公園(國興)
121.594323,25.084688,270,金龍路口
121.514053,25.047175,1000761,臺北車站(忠孝)
121.5456877,25.01285078,6709,芳蘭路
121.5646427,24.98981703,50683,久康街口
121.4939253,25.03127979,1001112,雙園街口
121.55164,25.02346,2308,捷運六張犁站( 
121.55014,25.02484,1000927,安和路口
121.6020404,25.05753873,1640,東新國小
121.5440243,25.064809,1348,復興北村
121.5414431,24.995499,1000808,財政園區
121.523964,25.07214,101,臺北市立美術 
121.5665357,25.05125593,7665,南京公寓(捷運 
121.5492342,25.05255173,13105,南京敦化路口( 
121.549047,25.035819,4170,仁愛國中
121.496809,25.035229,1742,中國時報
121.5462967,25.13610578,559,山仔后派出所
121.5699537,24.99190245,56079,木柵國小
121.5065075,25.03649336,1926,聯合醫院和平 
121.5189775,25.06294867,1000393,捷運民權西路 
121.517899,25.091566,900,福港街
121.506763,25.036244,4607,聯合醫院和平 
121.5437573,25.03449144,6995,捷運大安站(復 
121.5301065,25.06252968,1000112,民權吉林路口
121.565341,25.003497,50048,萬芳國宅
121.5899926,25.05350369,50015,中華賓士
121.519269,25.031067,1987,捷運中正紀念 
121.5659714,24.9835941,2396,司法新村
121.5442211,25.05178546,200005017,捷運南京復興 
121.5516656,25.12251191,686,白雲山莊
121.5302331,25.03374384,2115,信義永康街口
121.5531639,24.98616,2376,中港抽水站
121.5472394,25.0967086,3948,外雙溪(故宮)
121.53193,25.15976,1001459,圳內
121.5150029,25.03804185,1847,一女中(公園)
121.5301819,25.10469486,752,雨農國小
121.578859,25.041487,2059,永春里（忠孝 
121.5929045,25.04397129,20398,南港公園一
121.5612974,25.03767654,6922,國父紀念館
121.5227132,25.06081827,1000155,台泥大樓(馬偕 
121.582716,25.070494,8603,麗寶大樓
121.595969,25.06804,1081,國防醫學院(網 
121.590455,25.060167,50432,新明成功路口
121.5490169,25.02964809,2186,大安國中
121.52474,25.024106,1000049,羅斯福金門街 
121.586252,25.046238,1632,聯合醫院忠孝 
121.6021292,25.05765426,1000899,東新國小
121.583851,24.987763,5070,普羅旺世
121.53901,25.006894,1001390,師大分部
121.52781,25.05699,4786,中山老人住宅
121.5204444,25.10211689,800,捷運芝山站(文 
121.5772465,25.04997551,1530,松山車站(八德)
121.5254838,25.0386154,1865,仁愛杭州路口
121.5226289,25.05642761,1000156,國賓飯店
121.57619,25.078636,4657,港墘派出所
121.508817,25.054005,4802,南京西寧路口
121.54428,25.053562,1000238,捷運南京復興 
121.5583017,24.98132885,2391,木新市場
121.5688142,25.00252855,1000032,萬芳活動中心
121.5869038,25.04261396,1000600,玉成公園(成福)
121.5136336,25.05019303,1000178,後車站
121.5640444,25.06307587,10403,三民國小
121.5609771,24.98445239,1000523,興隆路口(忠順)
121.5566487,25.00368118,1000445,捷運辛亥站
121.5391962,25.11593043,1000259,東山路
121.5685205,25.02622978,2078,吳興國小(松仁)
121.5381623,25.02906,200000015,臺北市立圖書 
121.5070241,25.09185718,737,社子公園
121.523821,25.08354213,1000114,圓山皇宮大廈
121.596246,25.055477,1698,南港分局(重陽)
121.5307078,25.10452912,4753,雨農國小
121.5042703,25.09244003,36108,永平街口
121.5020947,25.09167805,5041,永倫里(社中)
121.570056,25.033006,20304,捷運象山站
121.523591,25.105781,610,中山北路口
121.5555739,25.10368031,695,至善國中
121.489666,25.139733,50059,稻香市場
121.5025428,25.04056277,1792,康定路口
121.5408108,25.04806385,20364,長安龍江路口
121.501247,25.119978,3959,承德公館路口
121.5770131,25.0840633,8607,麗山高中(環山)
121.576244,25.050171,200005040,松山車站(八德)
121.610352,25.075388,20266,康寧護專
121.582072,25.04457266,1701,捷運後山埤站( 
121.5923618,25.08372302,1137,碧湖國小
121.5567713,25.04807486,1516,光復路口
121.5250351,25.10831235,50636,克強游泳池
121.5444041,25.05827033,6990,民生東路口
121.5480356,24.99974703,2536,興隆市場
121.510399,25.051335,1484,聯合醫院中興 
121.566212,25.10586089,954,雙溪社區
121.5481074,25.05753885,1561,民生敦化路口
121.5088101,25.02458582,1790,國興路口一
121.5303054,25.0521012,16012,南京吉林路口
121.5249876,25.10531569,589,士林電機(中山 
121.5269357,25.08800277,913,銘傳大學
121.573911,24.9881722,1000854,新光路口
121.5213708,25.02079769,5032,客家文化主題 
121.5761087,25.0798366,8527,捷運港墘站(內 
121.6025295,25.08375217,3997,捷運大湖公園 
121.5143308,25.06858627,1001200,民族重慶路口
121.5666503,25.05145551,6931,南京公寓(捷運 
121.5715089,25.0499396,1602,饒河街觀光夜 
121.559841,24.996275,3782,文山運動中心( 
121.5272626,25.10133018,1000289,芝山抽水站
121.523558,25.026868,1000529,捷運古亭站(和 
121.4904278,25.03084598,4833,綜合市場
121.5119769,25.10188145,758,建民里一
121.5026466,25.08995183,5983,社子國小
121.5423176,25.00189663,2457,景明街口
121.616849,25.056341,1658,捷運南港展覽 
121.57396,24.997735,56109,捷運木柵站
121.5798792,24.97104075,2527,樟山寺
121.5382628,25.05758558,1517,合江街口
121.581177,25.071952,8621,公館山
121.5128295,25.11440164,3956,石牌國小
121.5222077,25.06278208,1235,民權中山路口
121.5514677,25.0821979,1265,明水路一
121.5024387,25.04233728,1755,西門國小(臺大 
121.5196853,25.11856683,483,榮總
121.544071,25.03806,1869,仁愛復興路口( 
121.49891,25.02922174,1815,萬華國中
121.5490337,25.02759922,13101,成功國宅
121.5483535,25.05170351,50001,南京敦化路口( 
121.4922436,25.13810941,416,復興崗
121.5799551,24.98505028,2395,北政國中
121.5330975,25.05457418,1270,長春松江路口
121.563765,25.04876,1525,八德東寧路口
121.508379,25.025757,4602,國興路口
121.5876706,25.05297253,1684,南港路三段
121.5024902,25.03510076,1764,昆明街口
121.5334971,25.03077306,1942,金華新生路口
121.5700092,24.98789307,1000855,指南路
121.504647,25.025478,4642,青年社區
121.5372183,25.03759296,1867,仁愛建國路口 
121.55709,25.08358,200000024,美麗華旅遊中 
121.560788,25.10700434,20229,中社路一段61巷
121.526979,25.033164,2280,捷運東門站(金 
121.544188,25.051368,20258,捷運南京復興 
121.558863,25.182629,20238,後山一
121.560579,25.024308,2176,黎雙公園
121.5611446,25.05880854,1000074,民生社區活動 
121.5675865,25.04381546,15111,松山高中(松隆)
121.47105,25.12549,434,立功立德路口
121.580888,25.042737,2086,春光公園
121.5738603,25.0806381,4084,麗山國中
121.5878735,25.04887262,1696,國華新村
121.611416,25.066845,1000209,捷運東湖站(南 
121.594275,25.05036,3920,捷運昆陽站
121.5324613,25.0378707,2214,仁愛新生路口
121.5439053,25.03876685,2218,聯合醫院仁愛 
121.566375,25.044672,2095,松山高中(基隆 
121.4985347,25.126464,506,鳳甲美術館
121.5157054,25.05365122,16015,圓環(南京)
121.501464,25.03631406,1000975,龍山寺(康定)
121.5221979,25.05046054,1000712,中山市場
121.5220618,25.06833502,1406,花博公園
121.5278601,25.02645975,2289,師大
121.514094,25.032648,1000513,中正二分局
121.5229077,25.06764254,1169,大同大學
121.5365043,25.06076578,1323,建國錦州街口
121.5112936,25.04676506,1000108,臺北郵局
121.61932,25.05942078,20291,環東大道口
121.554874,24.98804535,2402,永建國小
121.5747986,25.06686838,50421,內湖運動公園
121.5615165,25.08415127,1008,文湖國小
121.5690454,25.08196326,1075,恕德家商
121.5944153,25.05533451,1646,南港分局(向陽)
121.5344164,25.02139272,2197,臺大綜合體育 
121.5384922,25.02526109,2345,龍門國中(和平)
121.5434897,25.09729747,9448,中影文化城
121.5231407,25.14594914,1001316,大同之家
121.550354,25.028825,2235,立人國際國中 
121.5566493,25.079873,8653,大直美堤花園 
121.531932,25.113355,3950,天母棒球場(忠 
121.55573,25.05499,60138,松山新城
121.496187,25.131914,7240,大業路(捷運北 
121.4750896,25.13267681,3969,中央北路
121.6158659,25.05180369,1711,誠正國中
121.5326997,25.10810399,59006,忠義街
121.4872983,25.10335289,5984,福安國中
121.49984,25.137144,1000907,大同街口
121.572372,25.12309,9473,大坪尾
121.53006,25.026622,2292,師大綜合大樓
121.5547541,25.04807932,1560,美仁里
121.5811551,25.0792602,999,內湖國小
121.5626868,24.98869883,2378,文山一分局
121.562502,24.99757659,2473,棕櫚泉社區
121.5599425,24.98936336,1000443,馬明潭
121.594505,25.079104,1158,警智新村
121.51673,25.03643,1977,捷運中正紀念 
121.569664,24.986882,20262,永安街
121.4972998,25.09405012,830,普濟堂
121.538343,25.03352705,2128,信義建國路口
121.5526081,25.0800756,9404,明水路口
121.552211,24.988569,1000760,溝子口(幸福華 
121.570615,24.985348,50681,木南公園
121.506813,25.038008,1975,小南門
121.549257,25.101952,4684,故宮博物院(正 
121.5666559,25.04913431,4003,新聚里
121.585759,24.987007,103,政大附中
121.6189,25.04086,1724,舊莊一站
121.5717,25.08607,1147,環山路
121.507966,25.045299,486,漢口中華路口
121.5263843,25.02859137,6621,金山潮州街口
121.562621,25.003429,2501,萬美社區
121.6014067,25.06319392,50438,安康路
121.504661,25.136299,292,泉都溫泉飯店
121.5156486,25.14148435,5014,東昇路口
121.5366092,25.06391638,1000766,榮星花園
121.506438,25.02734357,1743,中華南海路口
121.561438,24.984744,2410,忠順街口
121.4823,25.137048,53,中央北路三段
121.52067,25.10273384,1000388,捷運芝山站(文 
121.5272604,25.06096699,6661,新興國中(新生)
121.524661,25.105356,50633,士林電機(中山 
121.549422,25.149554,793,教師中心
121.560535,25.107995,9419,翠山派出所
121.563745,25.026931,2052,臺北醫學大學 
121.502356,25.042588,1000434,西門國小(臺大 
121.5523228,25.03117985,2222,文昌街口
121.555648,24.980326,2461,景美女中
121.593532,25.084524,1000892,捷運內湖站(內 
121.5782061,25.04980619,15102,松山車站
121.569528,25.055269,1583,發電所(西松高 
121.573613,25.122194,568,大坪尾一
121.5282079,25.07718926,1356,圓山大飯店
121.498029,25.135605,50062,大業中央北路 
121.5178559,25.04826908,1895,臺北車站(鄭州)
121.561671,25.033107,200005006,捷運台北101/世 
121.508462,25.051335,1485,聯合醫院中興 
121.55763,25.04693,1593,臺北市區監理 
121.5072,25.09149807,36107,社子公園
121.5709607,24.98991192,2547,文山行政中心( 
121.5058098,25.04623777,1001449,福星公園
121.542007,25.067849,3987,下埤里
121.5809832,25.05086712,1515,玉成里
121.537252,25.110333,50664,芝山國小
121.525083,25.02147289,1000762,水源路口
121.4709296,25.12314329,4661,大度立德路口
121.5168987,25.05353867,16020,圓環(南京)
121.5225874,25.12026651,482,榮光新村(榮總 
121.514111,25.054917,3960,朝陽公園(鈕釦 
121.5092163,25.08748531,5987,社子市場
121.4932764,25.02662163,1756,西園路二段
121.6070062,25.07613191,1094,康寧醫院
121.5569901,25.10936883,9491,大經橋
121.602397,25.07383,50503,衛勤訓練中心
121.530313,25.15638367,50525,頂湖
121.559216,24.990786,1000444,興隆山莊
121.521937,25.040352,1866,仁愛林森路口
121.577464,25.049799,200005041,松山車站(八德)
121.5062329,25.02595891,4641,青年公園(青年)
121.5306091,25.11932468,645,天母廣場
121.5199711,25.09114193,597,士商路
121.5655208,25.03684586,4031,市政府(松智)
121.5610058,25.05154378,16005,南京三民路口
121.5026939,25.12258692,7234,崇仁路口
121.584324,24.989391,5071,兆如安養中心
121.5253722,25.0639331,1193,中山國小
121.5142472,25.05286836,16019,圓環(重慶)
121.617027,25.038181,1616,九如里一
121.5214268,25.03910343,6943,仁愛林森路口
121.520552,25.118825,55004,榮總一
121.5459459,25.02044098,2271,大安運動中心
121.5276832,25.0512439,1315,南京新生北路 
121.5138317,25.07180965,1455,酒泉重慶路口
121.543822,24.98843125,2394,世新大學
121.5362067,25.0255309,2190,大安森林公園
121.534201,25.117222,787,啟智學校
121.581399,25.079397,8634,內湖國小
121.574739,24.98778,2415,政大
121.513115,25.119808,50083,陽明大學校門 
121.5812173,25.06233253,1037,行愛路77巷口
