SITE_ID(Taipei-Free熱點代碼),AGENCY(機關名稱),NAME(熱點名稱),VENDOR_ID(業者),AREA(行政區),Address(地址),LATITUDE(緯度),LONGITUDE(經度)
TPEA000001,臺北市政府秘書處,臺北市政府大樓B2F北區停車場司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.038475,121.564314
TPEA000002,臺北市政府秘書處,臺北市政府大樓B2F東北區,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564812
TPEA000003,臺北市政府秘書處,臺北市政府大樓B2F市府生活廣場,中華電信,信義區,110臺北市信義區市府路1號,25.037654,121.564547
TPEA000004,臺北市政府秘書處,臺北市政府大樓B2F便利商店,中華電信,信義區,110臺北市信義區市府路1號,25.03753,121.564316
TPEA000005,臺北市政府秘書處,臺北市政府大樓B2F郵局,中華電信,信義區,110臺北市信義區市府路1號,25.037825,121.564147
TPEA000006,臺北市政府秘書處,臺北市政府大樓B2F西南區,中華電信,信義區,110臺北市信義區市府路1號,25.037186,121.564074
TPEA000007,臺北市政府工務局,臺北市政府大樓B2F南區停車場司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.036578,121.564243
TPEA000008,臺北市政府秘書處,臺北市政府大樓B1F北區停車場西北側司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.038516,121.564128
TPEA000009,臺北市政府秘書處,臺北市政府大樓B1F北區停車場中央司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.038311,121.564635
TPEA000010,臺北市政府秘書處,臺北市政府大樓B1F北區停車場東北側司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.038449,121.564993
TPEA000012,臺北市政府秘書處,臺北市政府大樓B1F公管中心,中華電信,信義區,110臺北市信義區市府路1號,25.037646,121.564113
TPEA000013,臺北市政府秘書處,臺北市政府大樓B1F餐廳北側,中華電信,信義區,110臺北市信義區市府路1號,25.037656,121.564849
TPEA000014,臺北市政府秘書處,臺北市政府大樓B1F餐廳中央,中華電信,信義區,110臺北市信義區市府路1號,25.037536,121.564853
TPEA000015,臺北市政府秘書處,臺北市政府大樓B1F餐廳南側,中華電信,信義區,110臺北市信義區市府路1號,25.0374,121.564847
TPEA000016,臺北市政府警察局,臺北市政府大樓B1F駐警隊,中華電信,信義區,110臺北市信義區市府路1號,25.037491,121.5642
TPEA000017,臺北市政府秘書處,臺北市政府大樓B1F餐廳門口,中華電信,信義區,110臺北市信義區市府路1號,25.037383,121.564495
TPEA000018,臺北市政府財政局,臺北市政府大樓B1F公庫處,中華電信,信義區,110臺北市信義區市府路1號,25.037161,121.564335
TPEA000019,臺北市政府秘書處,臺北市政府大樓B1F南區停車場西南側司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.036649,121.563996
TPEA000020,臺北市政府秘書處,臺北市政府大樓B1F南區停車場中央司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.036821,121.564607
TPEA000021,臺北市政府秘書處,臺北市政府大樓B1F南區停車場東南側司機休息室,中華電信,信義區,110臺北市信義區市府路1號,25.036554,121.56502
TPEA000022,臺北市政府秘書處,臺北市政府大樓1F北大門,中華電信,信義區,110臺北市信義區市府路1號,25.03847,121.564382
TPEA000023,臺北市政府產業發展局,臺北市政府大樓1F北區東側辦公室北方,中華電信,信義區,110臺北市信義區市府路1號,25.038371,121.564521
TPEA000024,臺北市政府產業發展局,臺北市政府大樓1F北區東側辦公室南方,中華電信,信義區,110臺北市信義區市府路1號,25.038073,121.564531
TPEA000025,臺北市政府社會局,臺北市政府大樓1F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037824,121.564987
TPEA000026,臺北市政府社會局,臺北市政府大樓1F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.56478
TPEA000027,臺北市政府財政局,臺北市政府大樓1F西北區,中華電信,信義區,110臺北市信義區市府路1號,25.037847,121.564147
TPEA000028,臺北市政府產業發展局,臺北市政府大樓1F北區西側辦公室東北方,中華電信,信義區,110臺北市信義區市府路1號,25.038378,121.56416
TPEA000029,臺北市政府產業發展局,臺北市政府大樓1F北區通道公用電話亭,中華電信,信義區,110臺北市信義區市府路1號,25.038069,121.564266
TPEA000030,臺北市政府產業發展局,臺北市政府大樓1F北區西側辦公室西南方,中華電信,信義區,110臺北市信義區市府路1號,25.038084,121.564074
TPEA000031,臺北市政府秘書處,臺北市政府大樓1F東區,中華電信,信義區,110臺北市信義區市府路1號,25.037534,121.56482
TPEA000032,臺北市政府秘書處,臺北市政府大樓1F東大門,中華電信,信義區,110臺北市信義區市府路1號,25.037527,121.565093
TPEA000033,臺北市政府秘書處,臺北市政府大樓1F南大門,中華電信,信義區,110臺北市信義區市府路1號,25.036571,121.564508
TPEA000034,臺北市政府都市發展局,臺北市政府大樓1F南區東側辦公室東南方,中華電信,信義區,110臺北市信義區市府路1號,25.036668,121.564511
TPEA000035,臺北市政府都市發展局,臺北市政府大樓1F南區東側辦公室北側門口,中華電信,信義區,110臺北市信義區市府路1號,25.036932,121.564525
TPEA000036,臺北市政府衛生局,臺北市政府大樓1F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037176,121.564979
TPEA000037,臺北市政府衛生局,臺北市政府大樓1F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037171,121.564751
TPEA000038,臺北市政府秘書處,臺北市政府大樓1F西南區提款機前,中華電信,信義區,110臺北市信義區市府路1號,25.03721,121.564247
TPEA000039,臺北市政府都市發展局,臺北市政府大樓1F南區西側辦公室東南方,中華電信,信義區,110臺北市信義區市府路1號,25.036722,121.564144
TPEA000040,臺北市政府都市發展局,臺北市政府大樓1F南區西側辦公室北側門外,中華電信,信義區,110臺北市信義區市府路1號,25.037083,121.564296
TPEA000041,臺北市政府都市發展局,臺北市政府大樓1F南區西側辦公室西北方,中華電信,信義區,110臺北市信義區市府路1號,25.03718,121.564068
TPEA000042,臺北市政府秘書處,臺北市政府大樓1F中央南區辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037408,121.5646
TPEA000043,臺北市政府秘書處,臺北市政府大樓1F中央區中央走道,中華電信,信義區,110臺北市信義區市府路1號,25.037506,121.564512
TPEA000044,臺北市政府社會局,臺北市政府大樓1F中央北區辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037621,121.564588
TPEA000045,臺北市政府秘書處,臺北市政府大樓1F西區商店門口,中華電信,信義區,110臺北市信義區市府路1號,25.037627,121.563982
TPEA000046,臺北市政府秘書處,臺北市政府大樓1F西大門,中華電信,信義區,110臺北市信義區市府路1號,25.037547,121.563824
TPEA000047,臺北市政府教育局,臺北市政府大樓2F北區北側辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.038462,121.564402
TPEA000048,臺北市政府秘書處,臺北市政府大樓2F北區中庭東北側第二間小辨公室,中華電信,信義區,110臺北市信義區市府路1號,25.038357,121.56447
TPEA000049,臺北市政府產業發展局,臺北市政府大樓2F北區東側大辦公室北方,中華電信,信義區,110臺北市信義區市府路1號,25.038371,121.564521
TPEA000050,臺北市政府社會局,臺北市政府大樓2F北區東側大辦公室南方,中華電信,信義區,110臺北市信義區市府路1號,25.038073,121.564531
TPEA000051,臺北市政府社會局,臺北市政府大樓2F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037824,121.564987
TPEA000052,臺北市政府社會局,臺北市政府大樓2F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.56478
TPEA000053,臺北市政府秘書處,臺北市政府大樓2F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564547
TPEA000054,臺北市政府秘書處,臺北市政府大樓2F西北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564327
TPEA000055,臺北市政府秘書處,臺北市政府大樓2F西北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564053
TPEA000056,臺北市政府秘書處,臺北市政府大樓2FN206會議室,中華電信,信義區,110臺北市信義區市府路1號,25.038388,121.564225
TPEA000057,臺北市政府秘書處,臺北市政府大樓2FN203會議室,中華電信,信義區,110臺北市信義區市府路1號,25.038331,121.564066
TPEA000058,臺北市政府秘書處,臺北市政府大樓2FN202會議室中間,中華電信,信義區,110臺北市信義區市府路1號,25.038221,121.564153
TPEA000059,臺北市政府秘書處,臺北市政府大樓2FN202會議室左側,中華電信,信義區,110臺北市信義區市府路1號,25.038146,121.564208
TPEA000060,臺北市政府秘書處,臺北市政府大樓2FN201會議室中間,中華電信,信義區,110臺北市信義區市府路1號,25.03811,121.564081
TPEA000061,臺北市藝文推廣處,臺北市政府大樓2F親子劇場舞台右前側門口,中華電信,信義區,110臺北市信義區市府路1號,25.037616,121.564959
TPEA000062,臺北市藝文推廣處,臺北市政府大樓2F親子劇場舞台左前側門口,中華電信,信義區,110臺北市信義區市府路1號,25.037398,121.564946
TPEA000063,臺北市政府都市發展局,臺北市政府大樓2F南區南側辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.036587,121.564339
TPEA000064,臺北市政府都市發展局,臺北市政府大樓2F南區東側辦公室南方,中華電信,信義區,110臺北市信義區市府路1號,25.036668,121.564511
TPEA000065,臺北市政府都市發展局,臺北市政府大樓2F南區東側辦公室北方,中華電信,信義區,110臺北市信義區市府路1號,25.036932,121.564525
TPEA000066,臺北市政府衛生局,臺北市政府大樓2F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037176,121.564979
TPEA000067,臺北市政府衛生局,臺北市政府大樓2F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037171,121.564751
TPEA000068,臺北市政府秘書處,臺北市政府大樓2F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037193,121.564538
TPEA000069,臺北市政府教育局,臺北市政府大樓2F南區西側辦公室南方,中華電信,信義區,110臺北市信義區市府路1號,25.036652,121.564174
TPEA000070,臺北市政府都市發展局,臺北市政府大樓2F南區西側辦公室北方,中華電信,信義區,110臺北市信義區市府路1號,25.036958,121.564187
TPEA000071,臺北市政府都市發展局,臺北市政府大樓2F西南區,中華電信,信義區,110臺北市信義區市府路1號,25.037198,121.564147
TPEA000072,臺北市政府觀光傳播局,臺北市政府大樓2F中央南區休息區,中華電信,信義區,110臺北市信義區市府路1號,25.037412,121.564504
TPEA000073,臺北市政府觀光傳播局,臺北市政府大樓2F中央北區休息區,中華電信,信義區,110臺北市信義區市府路1號,25.037656,121.564523
TPEA000074,臺北市政府觀光傳播局,臺北市政府大樓2F探索館特展廳,中華電信,信義區,110臺北市信義區市府路1號,25.037417,121.563992
TPEA000075,臺北市政府觀光傳播局,臺北市政府大樓2F探索館北棟辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037649,121.56396
TPEA000076,臺北市政府觀光傳播局,臺北市政府大樓2F探索館南棟樓梯,中華電信,信義區,110臺北市信義區市府路1號,25.037426,121.564195
TPEA000077,臺北市政府觀光傳播局,臺北市政府大樓2F探索館北棟樓梯,中華電信,信義區,110臺北市信義區市府路1號,25.037654,121.564199
TPEA000078,臺北市政府社會局,臺北市政府大樓3F北區北側辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.038471,121.56437
TPEA000079,臺北市政府地政局,臺北市政府大樓3F北區東側辦公室北方,中華電信,信義區,110臺北市信義區市府路1號,25.038371,121.564521
TPEA000080,臺北市政府地政局,臺北市政府大樓3F北區東側辦公室南方,中華電信,信義區,110臺北市信義區市府路1號,25.038073,121.564531
TPEA000081,臺北市政府地政局,臺北市政府大樓3F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037824,121.564987
TPEA000082,臺北市政府地政局,臺北市政府大樓3F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.56478
TPEA000083,臺北市政府秘書處,臺北市政府大樓3F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564547
TPEA000084,臺北市政府地政局,臺北市政府大樓3F西北區樓梯前,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564327
TPEA000085,臺北市政府地政局,臺北市政府大樓3F西北區辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564053
TPEA000086,臺北市政府地政局,臺北市政府大樓3F北區西側辦公室南方,中華電信,信義區,110臺北市信義區市府路1號,25.038091,121.56421
TPEA000087,臺北市政府地政局,臺北市政府大樓3F北區西側辦公室北方,中華電信,信義區,110臺北市信義區市府路1號,25.038361,121.564205
TPEA000088,臺北市藝文推廣處,臺北市政府大樓3F親子劇場辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037615,121.56508
TPEA000089,臺北市藝文推廣處,臺北市政府大樓3F親子劇場座位區北方,中華電信,信義區,110臺北市信義區市府路1號,25.037627,121.564774
TPEA000090,臺北市藝文推廣處,臺北市政府大樓3F親子劇場座位區西方,中華電信,信義區,110臺北市信義區市府路1號,25.037539,121.564697
TPEA000091,臺北市藝文推廣處,臺北市政府大樓3F親子劇場座位區東南方,中華電信,信義區,110臺北市信義區市府路1號,25.037392,121.564792
TPEA000092,臺北市政府觀光傳播局,臺北市政府大樓3F中央北區辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037671,121.564339
TPEA000093,臺北市政府觀光傳播局,臺北市政府大樓3F中央區中央辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037569,121.564298
TPEA000094,臺北市政府工務局,臺北市政府大樓3F南區南側辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.036616,121.564345
TPEA000095,臺北市政府工務局,臺北市政府大樓3F南區S304開標室門口,中華電信,信義區,110臺北市信義區市府路1號,25.036798,121.564526
TPEA000096,臺北市政府工務局,臺北市政府大樓3F南區S302開標室門口,中華電信,信義區,110臺北市信義區市府路1號,25.036967,121.564517
TPEA000097,臺北市政府衛生局,臺北市政府大樓3F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037176,121.564979
TPEA000098,臺北市政府衛生局,臺北市政府大樓3F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037171,121.564751
TPEA000099,臺北市政府秘書處,臺北市政府大樓3F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037193,121.564538
TPEA000100,臺北市政府觀光傳播局,臺北市政府大樓3F中央南區辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037413,121.564309
TPEA000101,臺北市政府工務局,臺北市政府大樓3F西南區樓梯前,中華電信,信義區,110臺北市信義區市府路1號,25.037187,121.564284
TPEA000102,臺北市政府工務局,臺北市政府大樓3F西南區辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037216,121.564029
TPEA000103,臺北市政府工務局,臺北市政府大樓3F南區西側辦公室北側門,中華電信,信義區,110臺北市信義區市府路1號,25.036997,121.564148
TPEA000104,臺北市政府工務局,臺北市政府大樓3F南區西側辦公室南側門,中華電信,信義區,110臺北市信義區市府路1號,25.036743,121.564154
TPEA000105,臺北市政府觀光傳播局,臺北市政府大樓3F探索館城市探索廳,中華電信,信義區,110臺北市信義區市府路1號,25.037541,121.56403
TPEA000106,臺北市政府教育局,臺北市政府大樓4F北區北側,中華電信,信義區,110臺北市信義區市府路1號,25.038371,121.564521
TPEA000107,臺北市政府教育局,臺北市政府大樓4F北區南側,中華電信,信義區,110臺北市信義區市府路1號,25.038073,121.564531
TPEA000108,臺北市政府文化局,臺北市政府大樓4F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037824,121.564987
TPEA000109,臺北市政府文化局,臺北市政府大樓4F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.56478
TPEA000110,臺北市政府秘書處,臺北市政府大樓4F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564547
TPEA000111,臺北市政府文化局,臺北市政府大樓4F西北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564327
TPEA000112,臺北市政府文化局,臺北市政府大樓4F西北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564053
TPEA000113,臺北市政府觀光傳播局,臺北市政府大樓4F中央區北側,中華電信,信義區,110臺北市信義區市府路1號,25.037651,121.564535
TPEA000114,臺北市政府都市發展局,臺北市政府大樓4F南區南側,中華電信,信義區,110臺北市信義區市府路1號,25.036668,121.564511
TPEA000115,臺北市政府都市發展局,臺北市政府大樓4F南區北側,中華電信,信義區,110臺北市信義區市府路1號,25.036932,121.564525
TPEA000116,臺北市政府工務局,臺北市政府大樓4F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037176,121.564979
TPEA000117,臺北市政府工務局,臺北市政府大樓4F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037171,121.564751
TPEA000118,臺北市政府秘書處,臺北市政府大樓4F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037193,121.564538
TPEA000119,臺北市政府工務局,臺北市政府大樓4F西南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037187,121.564284
TPEA000120,臺北市政府工務局,臺北市政府大樓4F西南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037216,121.564029
TPEA000121,臺北市政府觀光傳播局,臺北市政府大樓4F中央區南側,中華電信,信義區,110臺北市信義區市府路1號,25.03741,121.564551
TPEA000122,臺北市藝文推廣處,臺北市政府大樓4F親子劇場南側,中華電信,信義區,110臺北市信義區市府路1號,25.037418,121.564737
TPEA000123,臺北市藝文推廣處,臺北市政府大樓4F親子劇場北側,中華電信,信義區,110臺北市信義區市府路1號,25.037622,121.564728
TPEA000124,臺北市政府觀光傳播局,臺北市政府大樓4F探索館時空對話廳,中華電信,信義區,110臺北市信義區市府路1號,25.037526,121.564105
TPEA000125,臺北市政府觀光傳播局,臺北市政府大樓4F探索館發現劇場前辦公室,中華電信,信義區,110臺北市信義區市府路1號,25.037537,121.563866
TPEA000126,臺北市政府勞動局,臺北市政府大樓5F北區北側,中華電信,信義區,110臺北市信義區市府路1號,25.038371,121.564521
TPEA000127,臺北市政府勞動局,臺北市政府大樓5F北區南側,中華電信,信義區,110臺北市信義區市府路1號,25.038073,121.564531
TPEA000128,臺北市政府勞動局,臺北市政府大樓5F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037824,121.564987
TPEA000129,臺北市政府勞動局,臺北市政府大樓5F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.56478
TPEA000130,臺北市政府秘書處,臺北市政府大樓5F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564547
TPEA000131,臺北市政府產業發展局,臺北市政府大樓5F西北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564327
TPEA000132,臺北市政府產業發展局,臺北市政府大樓5F西北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564053
TPEA000133,臺北市藝文推廣處,臺北市政府大樓5F親子劇場,中華電信,信義區,110臺北市信義區市府路1號,25.037541,121.564737
TPEA000134,臺北市政府主計處,臺北市政府大樓5F中央區北側,中華電信,信義區,110臺北市信義區市府路1號,25.037651,121.564535
TPEA000135,臺北市政府主計處,臺北市政府大樓5F中央區南側,中華電信,信義區,110臺北市信義區市府路1號,25.03741,121.564551
TPEA000136,臺北市政府工務局,臺北市政府大樓5F南區南側,中華電信,信義區,110臺北市信義區市府路1號,25.036668,121.564511
TPEA000137,臺北市政府工務局,臺北市政府大樓5F南區北側,中華電信,信義區,110臺北市信義區市府路1號,25.036932,121.564525
TPEA000138,臺北市政府工務局,臺北市政府大樓5F東南區,中華電信,信義區,110臺北市信義區市府路1號,25.037165,121.564884
TPEA000139,臺北市政府秘書處,臺北市政府大樓5F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037193,121.564538
TPEA000140,臺北市政府工務局,臺北市政府大樓5F西南區,中華電信,信義區,110臺北市信義區市府路1號,25.037198,121.564147
TPEA000141,臺北市政府原住民族事務委員會,臺北市政府大樓5F原住民族事務委員會南側,中華電信,信義區,110臺北市信義區市府路1號,25.037461,121.564141
TPEA000142,臺北市政府原住民族事務委員會,臺北市政府大樓5F原住民族事務委員會北側,中華電信,信義區,110臺北市信義區市府路1號,25.037612,121.564144
TPEA000143,臺北市政府交通局,臺北市政府大樓6F北區北側,中華電信,信義區,110臺北市信義區市府路1號,25.038371,121.564521
TPEA000144,臺北市政府交通局,臺北市政府大樓6F北區南側,中華電信,信義區,110臺北市信義區市府路1號,25.038073,121.564531
TPEA000145,臺北市政府環境保護局,臺北市政府大樓6F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037824,121.564987
TPEA000146,臺北市政府環境保護局,臺北市政府大樓6F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.56478
TPEA000147,臺北市政府秘書處,臺北市政府大樓6F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564547
TPEA000148,臺北市政府交通局,臺北市政府大樓6F西北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564327
TPEA000149,臺北市政府交通局,臺北市政府大樓6F西北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564053
TPEA000150,臺北市政府主計處,臺北市政府大樓6F中央區北側,中華電信,信義區,110臺北市信義區市府路1號,25.037651,121.564535
TPEA000151,臺北市政府主計處,臺北市政府大樓6F中央區南側,中華電信,信義區,110臺北市信義區市府路1號,25.03741,121.564551
TPEA000152,臺北市政府工務局,臺北市政府大樓6F南區南側,中華電信,信義區,110臺北市信義區市府路1號,25.036668,121.564511
TPEA000153,臺北市政府工務局,臺北市政府大樓6F南區北側,中華電信,信義區,110臺北市信義區市府路1號,25.036932,121.564525
TPEA000154,臺北市政府社會局,臺北市政府大樓6F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037176,121.564979
TPEA000155,臺北市政府社會局,臺北市政府大樓6F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037171,121.564751
TPEA000156,臺北市政府秘書處,臺北市政府大樓6F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037193,121.564538
TPEA000157,臺北市政府工務局,臺北市政府大樓6F西南區,中華電信,信義區,110臺北市信義區市府路1號,25.037198,121.564147
TPEA000158,臺北市政府環境保護局,臺北市政府大樓7F北區中央,中華電信,信義區,110臺北市信義區市府路1號,25.038371,121.564521
TPEA000159,臺北市政府環境保護局,臺北市政府大樓7F北區南側,中華電信,信義區,110臺北市信義區市府路1號,25.038073,121.564531
TPEA000160,臺北市政府環境保護局,臺北市政府大樓7F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037824,121.564987
TPEA000161,臺北市政府環境保護局,臺北市政府大樓7F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.56478
TPEA000162,臺北市政府秘書處,臺北市政府大樓7F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037819,121.564547
TPEA000163,臺北市政府環境保護局,臺北市政府大樓7F西北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564327
TPEA000164,臺北市政府環境保護局,臺北市政府大樓7F西北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037842,121.564053
TPEA000165,臺北市政府財政局,臺北市政府大樓7F中央區北側,中華電信,信義區,110臺北市信義區市府路1號,25.037651,121.564535
TPEA000166,臺北市政府財政局,臺北市政府大樓7F中央區南側,中華電信,信義區,110臺北市信義區市府路1號,25.03741,121.564551
TPEA000167,臺北市政府工務局,臺北市政府大樓7F南區南側,中華電信,信義區,110臺北市信義區市府路1號,25.036668,121.564511
TPEA000168,臺北市政府工務局,臺北市政府大樓7F南區北側,中華電信,信義區,110臺北市信義區市府路1號,25.036932,121.564525
TPEA000169,臺北市政府工務局,臺北市政府大樓7F東南區,中華電信,信義區,110臺北市信義區市府路1號,25.037171,121.564823
TPEA000170,臺北市政府秘書處,臺北市政府大樓7F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037193,121.564538
TPEA000171,臺北市政府工務局,臺北市政府大樓7F西南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037187,121.564284
TPEA000172,臺北市政府工務局,臺北市政府大樓7F西南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037216,121.564029
TPEA000173,臺北市政府教育局,臺北市政府大樓8F北區北側,中華電信,信義區,110臺北市信義區市府路1號,25.038386,121.564549
TPEA000174,臺北市政府教育局,臺北市政府大樓8F北區南側,中華電信,信義區,110臺北市信義區市府路1號,25.038138,121.564554
TPEA000175,臺北市政府法務局,臺北市政府大樓8F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037801,121.564957
TPEA000176,臺北市政府法務局,臺北市政府大樓8F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037818,121.564747
TPEA000177,臺北市政府秘書處,臺北市政府大樓8F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.03781,121.564549
TPEA000178,臺北市政府教育局,臺北市政府大樓8F西北區,中華電信,信義區,110臺北市信義區市府路1號,25.037847,121.564085
TPEA000179,臺北市政府財政局,臺北市政府大樓8F中央區北側,中華電信,信義區,110臺北市信義區市府路1號,25.037653,121.564499
TPEA000180,臺北市政府財政局,臺北市政府大樓8F中央區南側,中華電信,信義區,110臺北市信義區市府路1號,25.037408,121.564515
TPEA000181,臺北市政府工務局,臺北市政府大樓8F南區南側,中華電信,信義區,110臺北市信義區市府路1號,25.0367,121.56452
TPEA000182,臺北市政府工務局,臺北市政府大樓8F南區北側,中華電信,信義區,110臺北市信義區市府路1號,25.036945,121.564544
TPEA000183,臺北市政府工務局,臺北市政府大樓8F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037176,121.564979
TPEA000184,臺北市政府工務局,臺北市政府大樓8F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037171,121.564751
TPEA000185,臺北市政府秘書處,臺北市政府大樓8F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.0372,121.564558
TPEA000186,臺北市政府社會局,臺北市政府大樓8F西南區,中華電信,信義區,110臺北市信義區市府路1號,25.037198,121.564147
TPEA000187,臺北市政府民政局,臺北市政府大樓9F北區北側,中華電信,信義區,110臺北市信義區市府路1號,25.038233,121.564523
TPEA000188,臺北市政府民政局,臺北市政府大樓9F北區南側,中華電信,信義區,110臺北市信義區市府路1號,25.037974,121.564526
TPEA000189,臺北市政府法務局,臺北市政府大樓9F東北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037817,121.564997
TPEA000190,臺北市政府法務局,臺北市政府大樓9F東北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037822,121.564803
TPEA000191,臺北市政府秘書處,臺北市政府大樓9F北電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037848,121.564516
TPEA000192,臺北市政府教育局,臺北市政府大樓9F西北區東側,中華電信,信義區,110臺北市信義區市府路1號,25.03788,121.564347
TPEA000193,臺北市政府教育局,臺北市政府大樓9F西北區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037886,121.564117
TPEA000194,臺北市政府民政局,臺北市政府大樓9F中央區中央走道北側,中華電信,信義區,110臺北市信義區市府路1號,25.037684,121.564557
TPEA000195,臺北市政府民政局,臺北市政府大樓9F中央區東側靠窗,中華電信,信義區,110臺北市信義區市府路1號,25.037435,121.564548
TPEA000196,臺北市政府都市發展局,臺北市政府大樓9F南區南側,中華電信,信義區,110臺北市信義區市府路1號,25.036702,121.564507
TPEA000197,臺北市政府都市發展局,臺北市政府大樓9F南區北側,中華電信,信義區,110臺北市信義區市府路1號,25.036944,121.564511
TPEA000198,臺北市政府都市發展局,臺北市政府大樓9F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037172,121.564961
TPEA000199,臺北市政府都市發展局,臺北市政府大樓9F東南區西側,中華電信,信義區,110臺北市信義區市府路1號,25.037176,121.564753
TPEA000200,臺北市政府秘書處,臺北市政府大樓9F南電梯旁通道,中華電信,信義區,110臺北市信義區市府路1號,25.037213,121.564519
