SITE_ID(Taipei-Free熱點代碼),AGENCY(機關名稱),NAME(熱點名稱),VENDOR_ID(業者),AREA(行政區),Address(地址),LATITUDE(緯度),LONGITUDE(經度)
TPEA001283,臺北市政府民政局,信義惠安區民活動中心1F活動教室舞台,中華電信,信義區,110臺北市信義區吳興街506巷21號1樓,25.022969,121.5685536
TPEA001284,臺北市立圖書館,圖書館延平分館1F綜合服務台,中華電信,大同區,103臺北市大同區保安街47號,25.059152,121.512127
TPEA001285,臺北市立圖書館,圖書館延平分館8F電梯門口,中華電信,大同區,103臺北市大同區保安街47號,25.059221,121.512144
TPEA001286,臺北市立圖書館,圖書館延平分館10F視聽室,中華電信,大同區,103臺北市大同區保安街47號,25.059284,121.512151
TPEA001292,臺北市立圖書館,圖書館石牌分館5F兒童閱覽區靠中央樓梯,中華電信,北投區,112臺北市北投區明德路208巷5號,25.11314,121.522726
TPEA001293,臺北市立圖書館,圖書館石牌分館10F洗手間門外,中華電信,北投區,112臺北市北投區明德路208巷6號,25.113081,121.522598
TPEA001294,臺北市政府民政局,萬華萬青區民活動中心2F走廊,中華電信,萬華區,108臺北市萬華區萬大路411號2樓,25.021575,121.499155
TPEA001295,臺北市政府民政局,萬華興義區民活動中心1F門口,中華電信,萬華區,108臺北市萬華區興義街23號,25.026656,121.492021
TPEA001296,臺北市政府民政局,萬華興義區民活動中心2F舞台,中華電信,萬華區,108臺北市萬華區興義街25號2樓,25.026656,121.492021
TPEA001297,臺北市萬華區健康服務中心,萬華區健康服務中心A棟2F悠活萬華櫃台西側,中華電信,萬華區,108臺北市萬華區東園街152號,25.023141,121.497594
TPEA001298,臺北市萬華區健康服務中心,萬華區健康服務中心A棟3F行政收發台後方,中華電信,萬華區,108臺北市萬華區東園街152號,25.023134,121.497542
TPEA001299,臺北市萬華區健康服務中心,萬華區健康服務中心A棟4F主任室門口前,中華電信,萬華區,108臺北市萬華區東園街152號,25.023153,121.497564
TPEA001300,臺北市萬華區健康服務中心,萬華區健康服務中心B棟1F廁所門外,中華電信,萬華區,108臺北市萬華區東園街152號,25.023015,121.497595
TPEA001301,臺北市萬華區健康服務中心,萬華區健康服務中心B棟2F會議室門口內前,中華電信,萬華區,108臺北市萬華區東園街152號,25.023015,121.497577
TPEA001367,臺北市北投區健康服務中心,北投區健康服務中心1F女洗手間門口,中華電信,北投區,112臺北市北投區石牌路二段111號,25.118214,121.517223
TPEA001368,臺北市政府民政局,北投區公民會館1F館長室門口,中華電信,北投區,112臺北市北投區中山路5之7號,25.137975,121.510068
TPEA001370,臺北市大同區健康服務中心,大同區健康服務中心1F新移民保健諮詢站,中華電信,大同區,103臺北市大同區昌吉街52號,25.065755,121.516284
TPEA001371,臺北市大同區健康服務中心,大同區健康服務中心2F物理治療室門口,中華電信,大同區,103臺北市大同區昌吉街52號,25.065755,121.516284
TPEA001372,臺北市大同區健康服務中心,大同區健康服務中心3F辦公室中央走廊,中華電信,大同區,103臺北市大同區昌吉街52號,25.065755,121.516284
TPEA001373,臺北市大同區健康服務中心,大同區健康服務中心4F收發室門口,中華電信,大同區,103臺北市大同區昌吉街52號,25.065755,121.516284
TPEA001374,臺北市大同區健康服務中心,大同區健康服務中心5F大會議室,中華電信,大同區,103臺北市大同區昌吉街52號,25.065771,121.516226
TPEA001376,臺北市動產質借處,動質處景美分處1F大門,中華電信,文山區,106臺北市文山區景文街106-1號,24.990096,121.540987
TPEA001379,臺北市動產質借處,動質處總處6F副處長門口,中華電信,中山區,104臺北市中山區長安西路3號,25.050266,121.521263
TPEA001380,臺北市動產質借處,動質處總處6F總處大門,中華電信,中山區,104臺北市中山區長安西路3號,25.050307,121.521057
TPEA001381,臺北市立圖書館,圖書館木柵分館4F自修室門口,中華電信,文山區,116臺北市文山區保儀路13巷3號3樓,24.988513,121.56916
TPEA001382,臺北市政府文化局,紫藤盧1F廁所旁,中華電信,大安區,106臺北市大安區新生南路三段16巷1號,25.024709,121.533865
TPEA001383,臺北市政府文化局,錢穆故居1F人文茶館後方書櫃右上方,中華電信,士林區,111臺北市士林區臨溪路72號,25.094042,121.547928
TPEA001384,臺北市政府社會局,內湖老人服務中心5F茶水間門口上方,中華電信,內湖區,114臺北市內湖區康樂街110巷16弄20號5樓,25.07043,121.618422
TPEA001385,臺北市政府社會局,士林社會福利服務中心1F服務台,中華電信,士林區,111臺北市士林區基河路140號1F,25.088727,121.524336
TPEA001387,臺北市政府社會局,信義社會福利服務中心5F中央,中華電信,信義區,110臺北市信義區松隆路36號,25.043322,121.567499
TPEA001388,臺北市政府社會局,中山社會福利服務中心3F心理諮詢室門外,中華電信,中山區,104臺北市中山區合江街137號,25.061628,121.539515
TPEA001389,臺北市政府社會局,中山社會福利服務中心3F辦公室走廊,中華電信,中山區,104臺北市中山區合江街137號,25.06158,121.539492
TPEA001390,臺北市政府文化局,糖業文化展示館1F值班室門外,中華電信,萬華區,108臺北市萬華區大理街132-10號,25.033434,121.494377
TPEA001391,臺北市政府社會局,大安社會福利中心2F服務台,中華電信,大安區,106臺北市大安區四維路198巷30弄5號,25.026619,121.546103
TPEA001392,臺北市政府社會局,內湖社會福利服務中心4F會議室門口,中華電信,內湖區,114臺北市內湖區星雲街161巷3號,25.081211,121.59604
TPEA001393,臺北市政府社會局,內湖社會福利服務中心4F辦公室中央,中華電信,內湖區,114臺北市內湖區星雲街161巷3號,25.081133,121.59609
TPEA001394,臺北市政府社會局,老人自費安養中心松柏樓1F電梯,中華電信,文山區,116臺北市文山區興隆路四段109巷30弄6號,24.985907,121.562129
TPEA001421,臺北市立聯合醫院陽明院區,北市聯醫陽明院區8F護理之家護理站與活動室中央,中華電信,士林區,111臺北市士林區雨聲街105號,25.105115,121.532174
TPEA001422,臺北市立聯合醫院陽明院區,北市聯醫陽明院區8F8B護理站,中華電信,士林區,111臺北市士林區雨聲街105號,25.10499,121.531655
TPEA001423,臺北市立聯合醫院陽明院區,北市聯醫陽明院區8F839與822病房中央,中華電信,士林區,111臺北市士林區雨聲街105號,25.105359,121.531719
TPEA001427,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟1F7號診間與8號診間中央,中華電信,信義區,110臺北市信義區松德路309號,25.02997,121.575177
TPEA001428,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟1F掛號櫃台,中華電信,信義區,110臺北市信義區松德路309號,25.030221,121.574952
TPEA001429,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟1F民眾等候區,中華電信,信義區,110臺北市信義區松德路309號,25.030245,121.574717
TPEA001430,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟2F急診護理站中央,中華電信,信義區,110臺北市信義區松德路309號,25.030157,121.57519
TPEA001431,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟2F臨床心理科門口前,中華電信,信義區,110臺北市信義區松德路309號,25.030245,121.574939
TPEA001432,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟3F社工室與檔案室中央,中華電信,信義區,110臺北市信義區松德路309號,25.030038,121.575212
TPEA001433,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟3F第二講堂後門口,中華電信,信義區,110臺北市信義區松德路309號,25.030076,121.575013
TPEA001434,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟3F第一會議室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030282,121.575077
TPEA001435,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟4F4D護理站討論室門口,中華電信,信義區,110臺北市信義區松德路309號,25.029943,121.575002
TPEA001436,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟4F4C護理站主任室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030072,?121.575130
TPEA001437,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟4F4B護理站討論室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030337,121.575078
TPEA001438,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟4F4A護理站主任室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030282,121.574705
TPEA001439,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟5F5D護理站討論室門口,中華電信,信義區,110臺北市信義區松德路309號,25.029798,121.574988
TPEA001440,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟5F5C護理站主任室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030049,121.575114
TPEA001441,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟5F5B護理站討論室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030334,121.575075
TPEA001442,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟5F5A護理站主任室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030293,121.574686
TPEA001443,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟6F6D護理站中央,中華電信,信義區,110臺北市信義區松德路309號,25.029791,121.575004
TPEA001444,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟6F6C護理站主任室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030034,121.575104
TPEA001445,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟6F6A護理站主任室門口,中華電信,信義區,110臺北市信義區松德路309號,25.030285,121.574685
TPEA001446,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟7F7D護理站討論室門口,中華電信,信義區,110臺北市信義區松德路309號,25.029802,121.57499
TPEA001447,臺北市立聯合醫院松德院區,北市聯醫松德院區第一棟7F空中花園,中華電信,信義區,110臺北市信義區松德路309號,25.030045,121.574949
TPEA001448,臺北市立聯合醫院松德院區,北市聯醫松德院區第二棟5F護理長辦公室門口,中華電信,信義區,110臺北市信義區松德路309號,25.029532,121.573865
TPEA001449,臺北市立聯合醫院松德院區,北市聯醫松德院區第二棟5F591病房與護理站中央,中華電信,信義區,110臺北市信義區松德路309號,25.02977,121.573393
TPEA001450,臺北市立聯合醫院松德院區,北市聯醫松德院區第二棟6F681病房與護理站中央,中華電信,信義區,110臺北市信義區松德路309號,25.029549,121.573822
TPEA001451,臺北市立聯合醫院松德院區,北市聯醫松德院區第二棟6F護理站與藝術室中央,中華電信,信義區,110臺北市信義區松德路309號,25.029774,121.573397
TPEA001452,臺北市立聯合醫院松德院區,北市聯醫松德院區第二棟7F701病房門口,中華電信,信義區,110臺北市信義區松德路309號,25.029482,121.573959
TPEA001453,臺北市立聯合醫院松德院區,北市聯醫松德院區第二棟7F辦公室中央,中華電信,信義區,110臺北市信義區松德路309號,25.029766,121.573381
TPEA001454,臺北市立聯合醫院松德院區,北市聯醫松德院區第二棟8F護理站中央,中華電信,信義區,110臺北市信義區松德路309號,25.029768,121.573386
TPEA001455,臺北市政府地政局土地開發總隊,土地開發總隊3F區段徵收科,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029135,121.566201
TPEA001456,臺北市政府地政局土地開發總隊,土地開發總隊3F土木工程科,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029447,121.566184
TPEA001457,臺北市政府地政局土地開發總隊,土地開發總隊3F控制測量科西側,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029145,121.566334
TPEA001458,臺北市政府地政局土地開發總隊,土地開發總隊3F圖籍申請區左後方,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029461,121.566304
TPEA001459,臺北市政府地政局土地開發總隊,土地開發總隊4F副總隊長室門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029116,121.566141
TPEA001460,臺北市政府地政局土地開發總隊,土地開發總隊4F人事室門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029357,121.566133
TPEA001461,臺北市藝文推廣處,藝文處文山劇場1F電梯前,中華電信,文山區,116臺北市文山區景文街32號,24.992097,121.541125
TPEA001462,臺北市政府文化局,臺北數位藝術中心1F服務台,中華電信,士林區,111臺北市士林區福華路180號,25.105825,121.522052
TPEA001463,臺北市立文獻館,文獻館本堂1F文獻資料室門口,中華電信,萬華區,108臺北市萬華區中華路一段174-1號,25.040351,121.506606
TPEA001464,臺北市立文獻館,文獻館本堂1F展覽空間中央,中華電信,萬華區,108臺北市萬華區中華路一段174-1號,25.040258,121.506744
TPEA001465,臺北市立文獻館,文獻館樹心會館1F會議室後門,中華電信,萬華區,108臺北市萬華區中華路一段174號,25.039823,121.506936
TPEA001466,臺北市立文獻館,文獻館樹心會館1F大門,中華電信,萬華區,108臺北市萬華區中華路一段174號,25.03976,121.507097
TPEA001467,臺北市政府資訊局,臺北市政府大樓10F東南區東側,中華電信,信義區,110臺北市信義區市府路1號,25.037184,121.564798
TPEA001468,臺北市政府交通局,交控中心B3F辦公室門口,中華電信,大同區,105臺北市大同區華陰街32號,25.04889,121.518573
TPEA001469,臺北市政府交通局,交控中心B3F警務室與交控中心交界處,中華電信,大同區,105臺北市大同區華陰街32號,25.048895,121.518811
TPEA001470,臺北市政府交通局,交控中心B2F儲藏室門口,中華電信,大同區,105臺北市大同區華陰街32號,25.048894,121.518774
TPEA001471,臺北市政府交通局,交控中心B2F簡報室門口,中華電信,大同區,105臺北市大同區華陰街32號,25.048871,121.518557
TPEA001472,臺北市政府消防局,臺北市災害應變中心5F台北電台廣播室門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029152,121.56632
TPEA001473,臺北市政府消防局,臺北市災害應變中心5F整備應變科門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029432,121.566192
TPEA001474,臺北市政府消防局,臺北市災害應變中心5F減災規劃科門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029019,121.566229
TPEA001475,臺北市政府消防局,臺北市災害應變中心6F621幕僚備勤室門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029269,121.566328
TPEA001476,臺北市政府消防局,臺北市災害應變中心6F609首長備勤室門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029323,121.566189
TPEA001477,臺北市政府消防局,臺北市災害應變中心6F媒體休息區門口,中華電信,信義區,110臺北市信義區莊敬路391巷11弄2號,25.029128,121.566194
TPEA001478,臺北市政府文化局,林語堂故居1F展覽室後方,中華電信,士林區,111臺北市士林區仰德大道二段141號,25.109788,121.54694
TPEA001479,臺北市政府文化局,林語堂故居1F閱讀研討室中央,中華電信,士林區,111臺北市士林區仰德大道二段141號,25.109656,121.546881
TPEA001480,臺北市政府社會局,士林老人服務暨日間照顧中心5F502教室門口,中華電信,士林區,111臺北市士林區忠誠路二段53巷7號,25.133909,121.50104
TPEA001481,臺北市政府社會局,石牌長青會社區照顧關懷據點3F電梯前,中華電信,北投區,112臺北市北投區中央北路一段12號3樓,25.133909,121.50104
TPEA001482,臺北市政府社會局,石牌長青會社區照顧關懷據點4F電梯前,中華電信,北投區,112臺北市北投區中央北路一段12號3樓,25.133909,121.50104
TPEA001485,臺北市政府社會局,龍山老人服務暨日間照顧中心3F第二教室門口,中華電信,萬華區,108臺北市萬華區梧州街36號,25.037347,121.497394
TPEA001486,臺北市政府教育局,天文科學教育館B1F立體劇場前,中華電信,士林區,111臺北市士林區基河路363號,25.096022,121.518372
TPEA001487,臺北市政府教育局,天文科學教育館2F資訊組,中華電信,士林區,111臺北市士林區基河路363號,25.096077,121.518314
TPEA001488,臺北市政府產業發展局,臺北市政府大樓2F西北區產業發展局閱覽室,中華電信,信義區,110臺北市信義區市府路1號,25.03783,121.5648
TPEA001490,臺北市政府社會局,中山老人住宅暨服務中心1F接待區,中華電信,中山區,104臺北市中山區新生北路二段101巷2號2樓,25.057255,121.528456
TPEA001491,臺北市政府社會局,中山老人住宅暨服務中心1F儲藏室門口右方走廊,中華電信,中山區,104臺北市中山區新生北路二段101巷2號2樓,25.057106,121.528195
TPEA001492,臺北市政府社會局,大直婦女暨家庭服務中心2F辦公室門口,中華電信,中山區,104臺北市中山區大直街1號,25.080338,121.547024
TPEA001493,臺北市政府社會局,大直婦女暨家庭服務中心3F兒童遊戲室門口,中華電信,中山區,104臺北市中山區大直街1號,25.080338,121.547024
TPEA001494,臺北市政府社會局,文山婦女暨家庭服務中心3F大教室門口,中華電信,文山區,116臺北市文山區景後街151號3樓,24.98993,121.542031
TPEA001495,臺北市立陽明教養院,陽明教養院永福院區1F會議室,中華電信,士林區,111臺北市士林區莊頂路2號,25.110729,121.549337
TPEA001496,臺北市立陽明教養院,陽明教養院永福院區6F宿舍客廳,中華電信,士林區,111臺北市士林區莊頂路2號,25.111038,121.549549
TPEA001497,臺北市交通事件裁決所,裁決所8F會議室門口,中華電信,中正區,100臺北市中正區羅斯福路四段92號,25.01354,121.534857
TPEA001498,臺北市政府社會局,朱崙老人公寓4F中間走廊,中華電信,中山區,104臺北市中山區龍江路15號,25.047633,121.540614
TPEA001499,臺北市政府社會局,朱崙老人公寓5F中間走廊,中華電信,中山區,104臺北市中山區龍江路15號,25.047633,121.540614
TPEA001500,臺北市政府社會局,朱崙老人公寓6F中間走廊,中華電信,中山區,104臺北市中山區龍江路15號,25.047633,121.540614
TPEA001501,臺北市政府社會局,朱崙老人公寓7F中間走廊,中華電信,中山區,104臺北市中山區龍江路15號,25.047633,121.540614
TPEA001502,臺北市政府社會局,西區單親家庭服務中心7F大禮堂內門口前方,中華電信,大同區,105臺北市大同區迪化街一段21號7樓,25.054944,121.510605
TPEA001503,臺北市政府社會局,身心障礙服務中心1F多功能教室內靠門口,中華電信,中山區,104臺北市中山區長安西路5巷2號3樓,25.050384,121.520721
TPEA001504,臺北市政府社會局,身心障礙服務中心5F會議室內靠左側第一根柱,中華電信,中山區,104臺北市中山區長安西路5巷2號3樓,25.050384,121.520721
TPEA001505,臺北市政府社會局,身心障礙服務中心6F教室內靠右側第一根柱,中華電信,中山區,104臺北市中山區長安西路5巷2號3樓,25.050434,121.520756
TPEA001506,臺北市立浩然敬老院,浩然敬老院致和樓7F大禮堂門口,中華電信,北投區,112臺北市北投區知行路75號,25.118399,121.467881
TPEA001507,臺北市政府社會局,南港老人服務暨日間照顧中心1F服務台,中華電信,南港區,115臺北市南港區重陽路187巷5號,25.057677,121.598766
TPEA001508,臺北市政府社會局,南港老人服務暨日間照顧中心2F辦公室,中華電信,南港區,115臺北市南港區重陽路187巷5號,25.057573,121.598927
TPEA001509,臺北市家庭暴力暨性侵害防治中心,家庭暴力暨性侵害防治中心B1F多功能室正中央投影機旁,中華電信,中正區,100臺北市中正區延平南路123號,25.038596,121.508409
TPEA001510,臺北市家庭暴力暨性侵害防治中心,家庭暴力暨性侵害防治中心1F服務台正前方,中華電信,中正區,100臺北市中正區延平南路123號,25.038651,121.508406
TPEA001511,臺北市立陽明教養院,陽明教養院華岡院區1F咖啡廳與門口中央上方,中華電信,士林區,111臺北市士林區凱旋路61巷4弄9號,25.134757,121.541213
TPEA001512,臺北市立陽明教養院,陽明教養院華岡院區2F會議室中央,中華電信,士林區,111臺北市士林區凱旋路61巷4弄9號,25.134825,121.541345
TPEA001513,臺北市教師研習中心,教師研習中心研習大樓1F演講廳大門內上方,中華電信,北投區,112臺北市北投區建國街2號,25.151123,121.549676
TPEA001514,臺北市教師研習中心,教師研習中心行政大樓1F會客室旁走廊上方,中華電信,北投區,112臺北市北投區建國街2號,25.150684,121.549493
TPEA001515,臺北市教師研習中心,教師研習中心行政大樓1F中正堂門口內上方,中華電信,北投區,112臺北市北投區建國街2號,25.150729,121.549754
TPEA001516,臺北市政府體育局,士林運動中心1F舞蹈教室門口,中華電信,士林區,111臺北市士林區士商路1號,25.089321,121.521533
TPEA001517,臺北市政府體育局,士林運動中心2F女性健身房,中華電信,士林區,111臺北市士林區士商路1號,25.089443,121.521509
TPEA001518,臺北市政府體育局,士林運動中心9F社區教室門口,中華電信,士林區,111臺北市士林區士商路1號,25.089574,121.521286
TPEA001519,臺北市政府體育局,內湖運動中心B1F韻律教室門口,中華電信,內湖區,114臺北市內湖區洲子街12號,25.078143,121.575081
TPEA001520,臺北市政府體育局,內湖運動中心1F大廳中央,中華電信,內湖區,114臺北市內湖區洲子街12號,25.078165,121.575107
TPEA001521,臺北市政府體育局,內湖運動中心5F體適能中心中央,中華電信,內湖區,114臺北市內湖區洲子街12號,25.078169,121.574951
TPEA001522,臺北市政府公共運輸處,松德大樓4F綜合規畫科門口,中華電信,信義區,110臺北市信義區松德路300號4樓,25.031843,121.574032
TPEA001523,臺北市交通管制工程處,松德大樓5F工程隊門口,中華電信,信義區,110臺北市信義區松德路300號5樓,25.031822,121.574214
TPEA001524,臺北市停車管理工程處,松德大樓6F會計室門口,中華電信,信義區,110臺北市信義區松德路300號6樓,25.03204,121.574057
TPEA001525,臺北市交通管制工程處,松德大樓7F會計室門口,中華電信,信義區,110臺北市信義區松德路300號7樓,25.032061,121.574059
TPEA001526,臺北市交通管制工程處,松德大樓7F秘書室門口,中華電信,信義區,110臺北市信義區松德路300號7樓,25.031877,121.574204
TPEA001527,臺北市交通管制工程處,松德大樓7F規劃科門口,中華電信,信義區,110臺北市信義區松德路300號7樓,25.032194,121.574225
TPEA001545,臺北市政府社會局,早療通報轉介中心7F辦公室門口,中華電信,松山區,105臺北市松山區民生東路5段163之1號7樓,25.05936,121.562786
TPEA001546,臺北市政府社會局,早療通報轉介中心7F走廊會議室,中華電信,松山區,105臺北市松山區民生東路5段163之1號7樓,25.059213,121.562752
TPEA001547,臺北市政府文化局,李國鼎故居1F接待櫃臺前,中華電信,中正區,100臺北市中正區泰安街2巷3號1F,25.040678,121.527547
TPEA001548,臺北市政府勞動局,職能發展學院行政大樓1F電腦查詢台,中華電信,士林區,111臺北市士林區士東路301號,25.114975,121.538129
TPEA001567,臺北市立圖書館,圖書館太陽圖書館2F行政辦公室門口,中華電信,萬華區,108臺北市萬華區青年路65號2F,25.024897,121.503682
TPEA001568,臺北市政府客家事務委員會,客家文化會館1F服務台,中華電信,大安區,106臺北市大安區信義路三段157巷11號,25.03447,121.54304
TPEA001569,臺北市政府客家事務委員會,客家文化會館4F教室內,中華電信,大安區,106臺北市大安區信義路三段157巷11號,25.034548,121.543041
TPEA001570,臺北市政府文化局,剝皮寮歷史街11號1F電信箱,中華電信,萬華區,108臺北市萬華區康定路173巷,25.036987,121.501949
TPEA001571,臺北市政府文化局,剝皮寮歷史街35號1F警衛室後,中華電信,萬華區,108臺北市萬華區康定路173巷,25.036953,121.5022
TPEA001572,臺北市政府文化局,剝皮寮歷史街25號1F門口,中華電信,萬華區,108臺北市萬華區康定路173巷,25.036821,121.502526
TPEA001573,臺北市政府文化局,剝皮寮歷史街161號1F電信箱,中華電信,萬華區,108臺北市萬華區康定路173巷,25.036788,121.501693
TPEA001574,臺北市政府文化局,剝皮寮歷史街137號1F電信箱,中華電信,萬華區,108臺北市萬華區康定路173巷,25.036711,121.502237
TPEA001575,臺北市政府文化局,藝文處水源劇場10F器材室門口,中華電信,中正區,100臺北市中正區羅斯福路四段92號10樓,25.013537,121.535212
TPEA001576,臺北市政府文化局,藝文處水源劇場10F服務台,中華電信,中正區,100臺北市中正區羅斯福路四段92號10樓,25.01362,121.534874
TPEA001577,臺北市政府文化局,紀州庵古蹟1F門口,中華電信,中正區,100臺北市中正區同安街107號,25.021139,121.520449
TPEA001578,臺北市政府文化局,紀州庵新館1F文創書店櫃台前,中華電信,中正區,100臺北市中正區同安街107號,25.021599,121.520551
TPEA001579,臺北市政府文化局,紀州庵新館2F多功能展演廳門口,中華電信,中正區,100臺北市中正區同安街107號,25.021604,121.520631
TPEA001580,臺北市政府文化局,紀州庵新館3F人文講臺門口,中華電信,中正區,100臺北市中正區同安街107號,25.021599,121.520717
TPEA001584,臺北市政府都市發展局,都市更新處17F事業科,中華電信,中山區,104臺北市中山區南京東路三段168號17樓,25.051617,121.541296
TPEA001585,臺北市政府都市發展局,都市更新處17F副處長室門口,中華電信,中山區,104臺北市中山區南京東路三段168號17樓,25.05147,121.541296
TPEA001586,臺北市政府都市發展局,都市更新處17F經營科與工程科中間,中華電信,中山區,104臺北市中山區南京東路三段168號17樓,25.05185,121.541808
TPEA001587,臺北市政府警察局,警察局局本部B3FB306大禮堂門口,中華電信,中正區,100臺北市中正區延平南路96號,25.04395,121.509684
TPEA001588,臺北市政府警察局,警察局局本部B1FB101保安中隊門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043917,121.509694
TPEA001589,臺北市政府警察局,警察局局本部LF大廳2號電梯門口右側,中華電信,中正區,100臺北市中正區延平南路96號,25.043968,121.509726
TPEA001590,臺北市政府警察局,警察局局本部1F104外事科門口,中華電信,中正區,100臺北市中正區延平南路96號,25.04397,121.50964
TPEA001591,臺北市政府警察局,警察局局本部1F108空調室門口右側,中華電信,中正區,100臺北市中正區延平南路96號,25.043897,121.509498
TPEA001592,臺北市政府警察局,警察局局本部2F205後勤科財產股門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043942,121.509459
TPEA001593,臺北市政府警察局,警察局局本部2F202會計室,中華電信,中正區,100臺北市中正區延平南路96號,25.043834,121.509683
TPEA001594,臺北市政府警察局,警察局局本部3F308簡報室門口左側,中華電信,中正區,100臺北市中正區延平南路96號,25.043908,121.50945
TPEA001595,臺北市政府警察局,警察局局本部3F301局長室門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043916,121.50971
TPEA001596,臺北市政府警察局,警察局局本部4F411總機房辦公室大門,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001597,臺北市政府警察局,警察局局本部4F403第二會議室大門,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001598,臺北市政府警察局,警察局局本部4F勤務指揮中心大門,中華電信,中正區,100臺北市中正區延平南路96號,25.043941,121.50946
TPEA001599,臺北市政府警察局,警察局局本部5F資訊室中央,中華電信,中正區,100臺北市中正區延平南路96號,25.043865,121.50957
TPEA001600,臺北市政府警察局,警察局局本部5F辦公室門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001601,臺北市政府警察局,警察局局本部6F保安科門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001602,臺北市政府警察局,警察局局本部6F第一會議室,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001603,臺北市政府警察局,警察局局本部7F政風室,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001604,臺北市政府警察局,警察局局本部7F督察室門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001605,臺北市政府警察局,警察局局本部8F行政科門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001606,臺北市政府警察局,警察局局本部8F人事室東方,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001607,臺北市政府警察局,警察局局本部9F法規室門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001608,臺北市政府警察局,警察局局本部9F保防科門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001609,臺北市政府警察局,警察局局本部10F秘書室檔案股門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043959,121.509731
TPEA001610,臺北市政府警察局,警察局局本部10F1008機務組內管理組門口,中華電信,中正區,100臺北市中正區延平南路96號,25.043936,121.509695
TPEA001611,臺北市政府警察局,警察局局本部11F1106犯罪預防科大門,中華電信,中正區,100臺北市中正區延平南路96號,25.043964,121.509428
TPEA001612,臺北市政府警察局,警察局局本部11F1103防治科內後方,中華電信,中正區,100臺北市中正區延平南路96號,25.043854,121.509675
TPEA001613,臺北市藝文推廣處,藝文處大稻埕戲苑7F教室區逃生門口,中華電信,大同區,103臺北市大同區迪化街一段21號,25.054744,121.510331
TPEA001614,臺北市藝文推廣處,藝文處大稻埕戲苑7F教室區,中華電信,大同區,103臺北市大同區迪化街一段21號,25.054722,121.51034
