ID(序號),OrgName(機構名稱),ActivityName(活動名稱),Area(行政區),Address(活動地址),Latitude(緯度),Longitude(經度),Cate(類型),Peoples(可容納人數),Week(開課星期)
1,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),每周三共餐,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,午餐,22,星期三
2,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),(一)歡唱卡拉OK,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,音樂,28,星期一
3,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),(二)歌曲搖擺日,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,社交聯誼,28,星期二
4,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),(三)書報閱覽,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,其他,28,星期三
5,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),(四)歡樂桌遊日,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,其他,28,星期四
6,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),樂齡運動站,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,運動,20,星期二
7,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),樂齡運動站,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,運動,20,星期三
8,中山老人住宅暨服務中心(財團法人台灣省私立健順養護中心),樂齡運動站,中山區,臺北市中山區新生北路2段101巷2號,25.0572655,121.5284276,運動,20,星期五
9,中華民國天使之家全人關懷協會,預防及延緩失能-1身體加能 CL-01-0298,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,運動,20,星期一
10,中華民國天使之家全人關懷協會,樂齡打擊樂器班,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,音樂,30,星期二
11,中華民國天使之家全人關懷協會,益智桌遊.卡拉OK,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,其他,20,星期二
12,中華民國天使之家全人關懷協會,健康飲食講座及實作,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,膳食烘焙,25,星期三
13,中華民國天使之家全人關懷協會,日語班,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,語文,20,星期三
14,中華民國天使之家全人關懷協會,長者身心活化運動,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,運動,25,星期四
15,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,35,星期一
16,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,35,星期二
17,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,35,星期三
18,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,35,星期四
19,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,35,星期五
20,中華民國天使之家全人關懷協會,多元藝術創作班,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,藝術,20,星期四
21,中華民國天使之家全人關懷協會,認知健康促進,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,其他,25,星期五
22,中華民國天使之家全人關懷協會,長青幸福讀書會,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,其他,20,星期五
23,中華民國天使之家全人關懷協會,樂齡美聲合唱團,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,音樂,20,星期日
24,中華民國天使之家全人關懷協會,長青幸福讀書會,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,語文,20,星期五
25,中華民國天使之家全人關懷協會,認知健康促進,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,其他,20,星期六
26,中華民國天使之家全人關懷協會,長青幸福讀書會,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,生活知識,20,星期六
27,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,30,星期六
28,中華民國天使之家全人關懷協會,社區復健、體適能,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,運動,20,星期一
29,中華民國天使之家全人關懷協會,認知促進補-0127,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,其他,30,星期六
30,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,30,星期六
31,中華民國天使之家全人關懷協會,長青幸福讀書會,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,語文,20,星期六
32,中華民國天使之家全人關懷協會,預防及延緩失能,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,運動,20,星期六
33,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,30,星期六
34,中華民國天使之家全人關懷協會,3D列印應用,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,科技資訊,30,星期一
35,中華民國天使之家全人關懷協會,環保藝術創作,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,藝術,30,星期四
36,中華民國天使之家全人關懷協會,體適能運動,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,運動,25,星期六
37,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,25,星期日
38,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,25,星期六
39,中華民國天使之家全人關懷協會,認知促進活動-補課,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,社交聯誼,35,星期六
40,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,35,星期六
41,中華民國天使之家全人關懷協會,加值方案-田園城市,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,園藝,20,星期一
42,中華民國天使之家全人關懷協會,共餐,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,午餐,40,星期六
43,中華民國天使之家全人關懷協會,長者樂活班-益智桌遊.卡拉ok,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,社交聯誼,25,星期二
44,中華民國天使之家全人關懷協會,益智桌遊.卡拉OK,內湖區,臺北市內湖區成功路2段242號1樓,25.065888,121.5900616,社交聯誼,25,星期二
45,中華民國老人福利協進會,周一:健康促進與活力球運動  (1月-3月),信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,運動,25,星期一
46,中華民國老人福利協進會,周二上午:國臺語歌唱班,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,音樂,25,星期二
47,中華民國老人福利協進會,周二中午:共餐,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,午餐,25,星期二
48,中華民國老人福利協進會,周二下午:寶島名勝生活故事分享,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,生活知識,25,星期二
49,中華民國老人福利協進會,周三:快樂歌唱班,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,音樂,25,星期三
50,中華民國老人福利協進會,周四:運動飲食涷齡,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,生活知識,25,星期四
51,中華民國老人福利協進會,周四中午:共餐,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,午餐,25,星期四
52,中華民國老人福利協進會,周四下午:實用手機教學,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,科技資訊,25,星期四
53,中華民國老人福利協進會,周五:烏克麗麗輕鬆學,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,表演藝術,25,星期五
54,中華民國老人福利協進會,周五:烏克麗麗輕鬆學,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,音樂,25,星期六
55,中華民國老人福利協進會,周六:健康促進與活力球運動,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,運動,25,星期六
56,中華民國老人福利協進會,周六:健康促進與活力球運動(3月25日),信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,運動,20,星期六
57,中華民國老人福利協進會,周一:預防及延緩失能(4月-6月),信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,醫藥保健,25,星期一
58,中華民國老人福利協進會,周一:失智友善天使講習 (7月),信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,醫藥保健,25,星期一
59,中華民國老人福利協進會,周一:預防及延緩失能(8月-10月),信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,醫藥保健,25,星期一
60,中華民國老人福利協進會,周一:健康促進與活力球運動(10月-12月),信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,運動,25,星期一
61,中華民國老人福利協進會,周五:烏克麗麗輕鬆學,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,表演藝術,20,星期六
62,中華民國老人福利協進會,預防及延緩失能,信義區,臺北市信義區信安街78-80號2樓(連棟),25.0260907,121.5571725,運動,20,星期五
63,中華民國紅十字會,益智桌遊,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,社交聯誼,20,星期一
64,中華民國紅十字會,銀氧運動,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,運動,50,星期一
65,中華民國紅十字會,園藝活動,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,其他,20,星期一
66,中華民國紅十字會,園藝活動,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,其他,20,星期四
67,中華民國紅十字會,編織趣,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,藝術,30,星期二
68,中華民國紅十字會,銀翼教唱,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,音樂,50,星期二
69,中華民國紅十字會,太極氣功十八式,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,醫藥保健,30,星期三
70,中華民國紅十字會,預防及延緩失能課程-肌肉強化與心理減壓,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,運動,30,星期三
71,中華民國紅十字會,共餐,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,午餐,20,星期一
72,中華民國紅十字會,共餐,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,午餐,20,星期二
73,中華民國紅十字會,共餐,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,午餐,20,星期四
74,中華民國紅十字會,長輩出頭天,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,其他,20,星期三
75,中華民國紅十字會,銀氧運動2班,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,運動,30,星期四
76,中華民國紅十字會,樂齡綜合課程,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,藝術,50,星期四
77,中華民國紅十字會,預防及延緩失能課程-肌肉強化與心理減壓,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,運動,30,星期四
78,中華民國紅十字會,編織趣,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,藝術,30,星期二
79,中華民國紅十字會,樂齡綜合課程,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,科技資訊,30,星期二
80,中華民國紅十字會,長輩出頭天,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,其他,15,星期三
81,中華民國紅十字會,加值方案-愛的練習曲-人生桌遊,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,其他,20,星期三
82,中華民國紅十字會,長輩出頭天,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,其他,20,星期二
83,中華民國紅十字會,銀翼教唱,萬華區,臺北市萬華區艋舺大道303號1、4樓,25.0332841,121.4960032,音樂,50,星期四
84,中華民國紅十字會台灣省分會（新生）,樂齡體適能,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,運動,20,星期一
85,中華民國紅十字會台灣省分會（新生）,靈活動大腦,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,醫藥保健,20,星期二
86,中華民國紅十字會台灣省分會（新生）,銀髮紓壓養生教室,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,其他,25,星期二
87,中華民國紅十字會台灣省分會（新生）,菲躍樂齡活力方案實證應用方案（一～三期）,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,運動,25,星期四
88,中華民國紅十字會台灣省分會（新生）,預防失智健康教室,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,醫藥保健,20,星期四
89,中華民國紅十字會台灣省分會（新生）,預防失智健康教室,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,醫藥保健,20,星期二
90,中華民國紅十字會台灣省分會（新生）,舒緩疼痛保健班,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,生活知識,20,星期五
91,中華民國紅十字會台灣省分會（新生）,逗陣呷飯，作伙開槓,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,午餐,30,星期二
92,中華民國紅十字會台灣省分會（新生）,逗陣呷飯，作伙開槓,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,午餐,30,星期四
93,中華民國紅十字會台灣省分會（新生）,人文悠活空間,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,其他,20,星期三
94,中華民國紅十字會台灣省分會（新生）,人文悠活空間,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,其他,20,星期四
95,中華民國紅十字會台灣省分會（新生）,菲躍樂齡活力方案實證應用方案（一～三期）,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,運動,25,星期二
96,中華民國紅十字會台灣省分會（新生）,菲躍樂齡活力方案實證應用方案（一～三期）,大安區,臺北市大安區龍坡里新生南路3段20號4樓,25.0242923,121.534441,運動,25,星期三
97,中華民國紅心字會(信義),二胡班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,音樂,35,星期一
98,中華民國紅心字會(信義),書法班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,35,星期二
99,中華民國紅心字會(信義),信義 好聲音班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,音樂,35,星期二
100,中華民國紅心字會(信義),醫學氣功禪學班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,醫藥保健,35,星期三
101,中華民國紅心字會(信義),成人美術班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,35,星期四
102,中華民國紅心字會(信義),日語班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,語文,35,星期四
103,中華民國紅心字會(信義),烏克麗麗班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,音樂,35,星期四
104,中華民國紅心字會(信義),樂福365班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,社交聯誼,35,星期四
105,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,50,星期一
106,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,50,星期二
107,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,50,星期三
108,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,50,星期四
109,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,50,星期五
110,中華民國紅心字會(信義),國粹社,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,其他,35,星期一
111,中華民國紅心字會(信義),國粹社,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,其他,35,星期三
112,中華民國紅心字會(信義),桌遊社,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,社交聯誼,35,星期五
113,中華民國紅心字會(信義),國畫班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,35,星期五
114,中華民國紅心字會(信義),西方現代弦樂,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,音樂,30,星期四
115,中華民國紅心字會(信義),中國傳統藝術,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,30,星期五
116,中華民國紅心字會(信義),桌遊,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,運動,30,星期五
117,中華民國紅心字會(信義),健康促進團體,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,生活知識,30,星期四
118,中華民國紅心字會(信義),國語歌唱班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,音樂,30,星期四
119,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,40,星期一
120,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,40,星期二
121,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,40,星期三
122,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,40,星期四
123,中華民國紅心字會(信義),共餐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,40,星期五
124,中華民國紅心字會(信義),手作玩創意,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,30,星期四
125,中華民國紅心字會(信義),生活日語應用,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,語文,30,星期四
126,中華民國紅心字會(信義),健康促進團體,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,生活知識,30,星期四
127,中華民國紅心字會(信義),中國古典弦樂,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,30,星期一
128,中華民國紅心字會(信義),墨寶臨池,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,30,星期二
129,中華民國紅心字會(信義),信義好聲音,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,35,星期二
130,中華民國紅心字會(信義),禪學靜心靜坐,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,醫藥保健,30,星期三
131,中華民國紅心字會(信義),手作玩創意,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,30,星期四
132,中華民國紅心字會(信義),生活日語應用,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,語文,30,星期四
133,中華民國紅心字會(信義),西方現代弦樂,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,音樂,30,星期四
134,中華民國紅心字會(信義),中國傳統藝術,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,藝術,30,星期五
135,中華民國紅心字會(信義),桌遊,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,社交聯誼,30,星期五
136,中華民國紅心字會(信義),健康促進團體,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,生活知識,30,星期四
137,中華民國紅心字會(信義),國粹班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,其他,30,星期一
138,中華民國紅心字會(信義),國粹班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,其他,30,星期三
139,中華民國紅心字會(信義),桌球班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,運動,15,星期二
140,中華民國紅心字會(信義),桌球班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,運動,15,星期四
141,中華民國紅心字會(信義),國語歌唱班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,音樂,30,星期四
142,中華民國紅心字會(信義),預防及延緩失能課程(1期),信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,運動,30,星期一
143,中華民國紅心字會(信義),預防及延緩失能課程(2期),信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,運動,30,星期一
144,中華民國紅心字會(信義),預防及延緩失能課程(3期),信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,運動,30,星期三
145,中華民國紅心字會(信義),週六補班,信義區,臺北市信義區松隆路36號4.5樓,25.043361,121.5675942,午餐,30,星期六
146,中華民國紅心字會(興隆),民以食為天,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,30,星期一
147,中華民國紅心字會(興隆),民以食為天,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,30,星期二
148,中華民國紅心字會(興隆),民以食為天,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,30,星期三
149,中華民國紅心字會(興隆),民以食為天,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,30,星期四
150,中華民國紅心字會(興隆),民以食為天,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,30,星期五
151,中華民國紅心字會(興隆),太極社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,30,星期二
152,中華民國紅心字會(興隆),銀髮養生系列- 芳療&穴道教學(1-3月)(7-9月),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,醫藥保健,25,星期二
153,中華民國紅心字會(興隆),卡拉OK社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,音樂,25,星期一
154,中華民國紅心字會(興隆),卡拉OK社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,音樂,25,星期三
155,中華民國紅心字會(興隆),手機教學(初級&進階系列),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,生活知識,25,星期三
156,中華民國紅心字會(興隆),手機教學(初級&進階系列),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,生活知識,25,星期一
157,中華民國紅心字會(興隆),毛線勾織社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,藝術,10,星期五
158,中華民國紅心字會(興隆),銀髮體能,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,26,星期五
159,中華民國紅心字會(興隆),長青樂活社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,社交聯誼,8,星期四
160,中華民國紅心字會(興隆),金曲歌唱班,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,音樂,30,星期四
161,中華民國紅心字會(興隆),動動手玩色彩社-粉蠟筆系列,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,藝術,25,星期一
162,中華民國紅心字會(興隆),手機教學(進階班),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,科技資訊,25,星期一
163,中華民國紅心字會(興隆),外語歌謠社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,音樂,30,星期一
164,中華民國紅心字會(興隆),外語歌謠社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,音樂,30,星期三
165,中華民國紅心字會(興隆),銀髮養生系列-中醫民俗療法教學班(4-6月)(10-12月),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,醫藥保健,25,星期二
166,中華民國紅心字會(興隆),書法班,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,語文,25,星期五
167,中華民國紅心字會(興隆),彩墨山水書畫社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,藝術,30,星期四
168,中華民國紅心字會(興隆),桌球社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,8,星期三
169,中華民國紅心字會(興隆),種子吊飾手作班,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,藝術,20,星期二
170,中華民國紅心字會(興隆),韻律排舞班,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,30,星期五
171,中華民國紅心字會(興隆),1/7共餐(六),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,25,星期六
172,中華民國紅心字會(興隆),2/4共餐(六),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,25,星期六
173,中華民國紅心字會(興隆),3/25共餐(六),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,25,星期六
174,中華民國紅心字會(興隆),桌球社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,其他,8,星期三
175,中華民國紅心字會(興隆),2/18共餐(六),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,25,星期六
176,中華民國紅心字會(興隆),彩墨山水書畫社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,30,星期四
177,中華民國紅心字會(興隆),太極社,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,25,星期二
178,中華民國紅心字會(興隆),延緩失能系列-菲躍樂齡&肌力天使,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,30,星期一
179,中華民國紅心字會(興隆),延緩失能系列-菲躍樂齡&肌力天使,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,30,星期四
180,中華民國紅心字會(興隆),韻律排舞班,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,語文,30,星期六
181,中華民國紅心字會(興隆),6/17(六)共餐,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,午餐,30,星期六
182,中華民國紅心字會(興隆),銀髮體能,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,語文,30,星期六
183,中華民國紅心字會(興隆),延緩失能系列-動手動腳動動腦,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,其他,30,星期二
184,中華民國紅心字會(興隆),延緩失能系列-動手動腳動動腦,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,其他,30,星期三
185,中華民國紅心字會(興隆),延緩失能系列-動手動腳動動腦班,文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,運動,30,星期三
186,中華民國紅心字會(興隆),卡拉OK社(9/23),文山區,臺北市文山區忠順里17鄰興隆路四段105巷47號1樓,24.9874994,121.5610797,音樂,25,星期六
